ORF	gene	length.prot	classification	label
YFR036W	CDC26	124	Verified	other
YFR036W-A	YFR036W-A	216	Dubious	other
YFR037C	RSC8	557	Verified	other
YFR038W	IRC5	853	Verified	other
YFR039C	OSW7	510	Verified	other
YFR040W	SAP155	1002	Verified	other
YFR041C	ERJ5	295	Verified	other
YFR042W	KEG1	200	Verified	other
YFR043C	IRC6	237	Verified	other
YFR044C	DUG1	481	Verified	other
YFR045W	YFR045W	309	Uncharacterized	other
YFR046C	CNN1	361	Verified	other
YFR047C	BNA6	295	Verified	other
YFR048W	RMD8	662	Verified	other
YFR049W	YMR31	123	Verified	MSN2/4
YFR050C	PRE4	266	Verified	other
YFR051C	RET2	546	Verified	other
YFR052C-A	YFR052C-A	101	Dubious	other
YFR052W	RPN12	274	Verified	other
YFR053C	HXK1	485	Verified	glycolysis
YFR054C	YFR054C	192	Uncharacterized	other
YFR055W	IRC7	340	Verified	other
YFR056C	YFR056C	122	Dubious	other
YFR057W	YFR057W	151	Uncharacterized	other
YGL001C	ERG26	349	Verified	other
YGL002W	ERP6	216	Verified	other
YGL003C	CDH1	566	Verified	other
YGL004C	RPN14	417	Verified	other
YGL005C	COG7	279	Verified	other
YGL006W	PMC1	1173	Verified	other
YGL006W-A	YGL006W-A	36	Uncharacterized	other
YGL007C-A	YGL007C-A	28	Uncharacterized	other
YGL007W	BRP1	125	Uncharacterized	other
YGL008C	PMA1	918	Verified	other
YGL009C	LEU1	779	Verified	other
YGL010W	MPO1	174	Verified	other
YGL011C	SCL1	252	Verified	other
YGL012W	ERG4	473	Verified	other
YGL013C	PDR1	1068	Verified	other
YGL014C-A	YGL014C-A	53	Dubious	other
YGL014W	PUF4	888	Verified	other
YGL015C	YGL015C	130	Uncharacterized	other
YGL016W	KAP122	1081	Verified	other
YGL017W	ATE1	503	Verified	other
YGL018C	JAC1	184	Verified	other
YGL019W	CKB1	278	Verified	other
YGL020C	GET1	235	Verified	other
YGL021W	ALK1	760	Verified	other
YGL022W	STT3	718	Verified	other
YGL023C	PIB2	635	Verified	other
YGL024W	YGL024W	111	Dubious	other
YGL025C	PGD1	397	Verified	other
YGL026C	TRP5	707	Verified	other
YGL027C	CWH41	833	Verified	other
YGL028C	SCW11	542	Verified	other
YGL029W	CGR1	120	Verified	translation
YGL030W	RPL30	105	Verified	translation
YGL031C	RPL24A	155	Verified	translation
YGL032C	AGA2	87	Verified	other
YGL033W	HOP2	214	Verified	other
YGL034C	YGL034C	121	Uncharacterized	other
YGL035C	MIG1	504	Verified	other
YGL036W	YGL036W	909	Uncharacterized	other
YGL037C	PNC1	216	Verified	other
YGL038C	OCH1	480	Verified	other
YGL039W	YGL039W	348	Verified	other
YGL040C	HEM2	342	Verified	other
YGL041C	YGL041C	67	Dubious	other
YGL041C-B	YGL041C-B	60	Uncharacterized	other
YGL041W-A	YGL041W-A	154	Uncharacterized	other
YGL042C	YGL042C	101	Dubious	other
YGL043W	DST1	309	Verified	other
YGL044C	RNA15	296	Verified	other
YGL045W	RIM8	542	Verified	MSN2/4
YGL047W	ALG13	202	Verified	other
YGL048C	RPT6	405	Verified	other
YGL049C	TIF4632	914	Verified	translation
YGL050W	TYW3	273	Verified	other
YGL051W	MST27	234	Verified	other
YGL052W	YGL052W	101	Dubious	other
YGL053W	PRM8	237	Verified	other
YGL054C	ERV14	138	Verified	other
YGL055W	OLE1	510	Verified	other
YGL056C	SDS23	527	Verified	other
YGL057C	GEP7	287	Verified	other
YGL058W	RAD6	172	Verified	other
YGL059W	PKP2	491	Verified	other
YGL060W	YBP2	641	Verified	other
YGL061C	DUO1	247	Verified	other
YGL062W	PYC1	1178	Verified	other
YGL063C-A	YGL063C-A	49	Dubious	other
YGL063W	PUS2	370	Verified	other
YGL064C	MRH4	561	Verified	other
YGL065C	ALG2	503	Verified	other
YGL066W	SGF73	657	Verified	other
YGL067W	NPY1	384	Verified	other
YGL068W	MNP1	194	Verified	other
YGL069C	YGL069C	154	Dubious	other
YGL070C	RPB9	122	Verified	other
YGL071W	AFT1	690	Verified	other
YGL072C	YGL072C	119	Dubious	other
YGL073W	HSF1	833	Verified	other
YGL074C	YGL074C	108	Dubious	other
YGL075C	MPS2	387	Verified	other
YGL076C	RPL7A	244	Verified	translation
YGL077C	HNM1	563	Verified	other
YGL078C	DBP3	523	Verified	translation
YGL079W	KXD1	218	Verified	other
YGL080W	MPC1	130	Verified	other
YGL081W	YGL081W	320	Uncharacterized	other
YGL082W	YGL082W	381	Uncharacterized	other
YGL083W	SCY1	804	Verified	other
YGL084C	GUP1	560	Verified	other
YGL085W	LCL3	274	Uncharacterized	other
YGL086W	MAD1	749	Verified	other
YGL087C	MMS2	137	Verified	other
YGL088W	YGL088W	121	Uncharacterized	other
YGL089C	MF%28ALPHA%292	120	Verified	other
YGL090W	LIF1	421	Verified	other
YGL091C	NBP35	328	Verified	other
YGL092W	NUP145	1317	Verified	other
YGL093W	SPC105	917	Verified	other
YGL094C	PAN2	1115	Verified	other
YGL095C	VPS45	577	Verified	other
YGL096W	TOS8	276	Verified	MSN2/4
YGL097W	SRM1	482	Verified	other
YGL098W	USE1	245	Verified	other
YGL099W	LSG1	640	Verified	other
YGL100W	SEH1	349	Verified	other
YGL101W	YGL101W	215	Uncharacterized	other
YGL102C	YGL102C	142	Dubious	other
YGL103W	RPL28	149	Verified	translation
YGL104C	VPS73	486	Verified	MSN2/4
YGL105W	ARC1	376	Verified	other
YGL106W	MLC1	149	Verified	other
YGL107C	RMD9	646	Verified	other
YGL108C	YGL108C	140	Verified	other
YGL109W	YGL109W	107	Dubious	other
YGL110C	CUE3	624	Verified	other
YGL111W	NSA1	463	Verified	translation
YGL112C	TAF6	516	Verified	other
YGL113W	SLD3	668	Verified	other
YGL114W	YGL114W	725	Uncharacterized	other
YGL115W	SNF4	322	Verified	other
YGL116W	CDC20	610	Verified	other
YGL117W	YGL117W	265	Uncharacterized	other
YGL118C	YGL118C	145	Uncharacterized	other
YGL119W	COQ8	501	Verified	other
YGL120C	PRP43	767	Verified	other
YGL121C	GPG1	126	Verified	other
YGL122C	NAB2	525	Verified	other
YGL123C-A	YGL123C-A	76	Dubious	other
YGL123W	RPS2	254	Verified	translation
YGL124C	MON1	644	Verified	other
YGL125W	MET13	600	Verified	other
YGL126W	SCS3	380	Verified	other
YGL127C	SOH1	127	Verified	other
YGL128C	CWC23	283	Verified	other
YGL129C	RSM23	450	Verified	other
YGL130W	CEG1	459	Verified	other
YGL131C	SNT2	1403	Verified	other
YGL132W	YGL132W	111	Dubious	other
YGL133W	ITC1	1264	Verified	other
YGL134W	PCL10	433	Verified	other
YGL135W	RPL1B	217	Verified	translation
YGL136C	MRM2	320	Verified	other
YGL137W	SEC27	889	Verified	other
YGL138C	YGL138C	345	Uncharacterized	other
YGL139W	FLC3	802	Verified	other
YGL140C	YGL140C	1219	Uncharacterized	other
YGL141W	HUL5	910	Verified	other
YGL142C	GPI10	616	Verified	other
YGL143C	MRF1	413	Verified	translation
YGL144C	ROG1	685	Verified	other
YGL145W	TIP20	701	Verified	other
YGL146C	RRT6	311	Uncharacterized	other
YGL147C	RPL9A	191	Verified	translation
YGL148W	ARO2	376	Verified	other
YGL149W	YGL149W	101	Uncharacterized	other
YGL150C	INO80	1489	Verified	other
YGL151W	NUT1	1132	Verified	other
YGL152C	YGL152C	225	Dubious	other
YGL153W	PEX14	341	Verified	other
YGL154C	LYS5	272	Verified	other
YGL155W	CDC43	376	Verified	other
YGL156W	AMS1	1083	Verified	other
YGL157W	ARI1	347	Verified	other
YGL158W	RCK1	512	Verified	other
YGL159W	YGL159W	370	Uncharacterized	other
YGL160W	AIM14	570	Verified	other
YGL161C	YIP5	310	Verified	other
YGL162W	SUT1	299	Verified	other
YGL163C	RAD54	898	Verified	other
YGL164C	YRB30	440	Verified	other
YGL165C	YGL165C	192	Dubious	other
YGL166W	CUP2	225	Verified	other
YGL167C	PMR1	950	Verified	other
YGL168W	HUR1	110	Verified	other
YGL169W	SUA5	426	Verified	other
YGL170C	SPO74	413	Verified	other
YGL171W	ROK1	564	Verified	translation
YGL172W	NUP49	472	Verified	other
YGL173C	XRN1	1528	Verified	other
YGL174W	BUD13	266	Verified	other
YGL175C	SAE2	345	Verified	other
YGL176C	YGL176C	554	Uncharacterized	other
YGL177W	YGL177W	115	Dubious	other
YGL178W	MPT5	859	Verified	other
YGL179C	TOS3	560	Verified	other
YGL180W	ATG1	897	Verified	other
YGL181W	GTS1	396	Verified	other
YGL182C	YGL182C	107	Dubious	other
YGL183C	MND1	219	Verified	other
YGL184C	STR3	465	Verified	MSN2/4
YGL185C	YGL185C	379	Uncharacterized	other
YGL186C	TPN1	579	Verified	other
YGL187C	COX4	155	Verified	other
YGL188C	YGL188C	57	Dubious	other
YGL188C-A	YGL188C-A	46	Uncharacterized	other
YGL189C	RPS26A	119	Verified	translation
YGL190C	CDC55	526	Verified	other
YGL191W	COX13	129	Verified	other
YGL192W	IME4	600	Verified	other
YGL193C	YGL193C	103	Uncharacterized	other
YGL194C	HOS2	452	Verified	other
YGL194C-A	YGL194C-A	80	Uncharacterized	other
YGL195W	GCN1	2672	Verified	other
YGL196W	DSD1	428	Verified	other
YGL197W	MDS3	1487	Verified	other
YGL198W	YIP4	235	Verified	other
YGL199C	YGL199C	156	Dubious	other
YGL200C	EMP24	203	Verified	other
YGL201C	MCM6	1017	Verified	other
YGL202W	ARO8	500	Verified	other
YGL203C	KEX1	729	Verified	other
YGL204C	YGL204C	101	Uncharacterized	other
YGL205W	POX1	748	Verified	other
YGL206C	CHC1	1653	Verified	other
YGL207W	SPT16	1035	Verified	other
YGL208W	SIP2	415	Verified	other
YGL209W	MIG2	382	Verified	other
YGL210W	YPT32	222	Verified	other
YGL211W	NCS6	359	Verified	other
YGL212W	VAM7	316	Verified	other
YGL213C	SKI8	397	Verified	other
YGL214W	YGL214W	161	Dubious	other
YGL215W	CLG1	452	Verified	other
YGL216W	KIP3	805	Verified	other
YGL217C	YGL217C	113	Dubious	other
YGL218W	YGL218W	216	Dubious	other
YGL219C	MDM34	459	Verified	other
YGL220W	BOL2	120	Verified	other
YGL221C	NIF3	288	Verified	other
YGL222C	EDC1	175	Verified	other
YGL223C	COG1	417	Verified	other
YGL224C	SDT1	280	Verified	other
YGL225W	VRG4	337	Verified	other
YGL226C-A	OST5	86	Verified	other
YGL226W	MTC3	123	Verified	other
YGL227W	VID30	958	Verified	other
YGL228W	SHE10	577	Verified	other
YGL229C	SAP4	818	Verified	other
YGL230C	YGL230C	147	Uncharacterized	other
YGL231C	EMC4	190	Verified	other
YGL232W	TAN1	289	Verified	other
YGL233W	SEC15	910	Verified	other
YGL234W	ADE5%2C7	802	Verified	other
YGL235W	YGL235W	178	Uncharacterized	other
YGL236C	MTO1	669	Verified	other
YGL237C	HAP2	265	Verified	other
YGL238W	CSE1	960	Verified	other
YGL239C	YGL239C	104	Dubious	other
YGL240W	DOC1	250	Verified	other
YGL241W	KAP114	1004	Verified	other
YGL242C	YGL242C	181	Verified	other
YGL243W	TAD1	400	Verified	other
YGL244W	RTF1	558	Verified	other
YGL245W	GUS1	708	Verified	other
YGL246C	RAI1	387	Verified	other
YGL247W	BRR6	197	Verified	other
YGL248W	PDE1	369	Verified	other
YGL249W	ZIP2	704	Verified	other
YGL250W	RMR1	241	Verified	other
YGL251C	HFM1	1187	Verified	other
YGL252C	RTG2	588	Verified	other
YGL253W	HXK2	486	Verified	glycolysis
YGL254W	FZF1	299	Verified	other
YGL255W	ZRT1	376	Verified	other
YGL256W	ADH4	382	Verified	glycolysis
YGL257C	MNT2	558	Verified	other
YGL258W	VEL1	206	Verified	other
YGL258W-A	YGL258W-A	77	Uncharacterized	other
YGL259W	YPS5	165	Uncharacterized	other
YGL260W	YGL260W	76	Uncharacterized	other
YGL261C	PAU11	120	Uncharacterized	other
YGL262W	YGL262W	175	Uncharacterized	other
YGL263W	COS12	380	Verified	other
YGR001C	EFM5	248	Verified	translation
YGR002C	SWC4	476	Verified	other
YGR003W	CUL3	744	Verified	other
YGR004W	PEX31	462	Verified	other
YGR005C	TFG2	400	Verified	other
YGR006W	PRP18	251	Verified	other
YGR007W	ECT1	323	Verified	other
YGR008C	STF2	84	Verified	MSN2/4
YGR009C	SEC9	651	Verified	other
YGR010W	NMA2	395	Verified	other
YGR011W	YGR011W	108	Dubious	other
YGR012W	MCY1	393	Verified	other
YGR013W	SNU71	620	Verified	other
YGR014W	MSB2	1306	Verified	other
YGR015C	YGR015C	328	Uncharacterized	other
YGR016W	YGR016W	190	Uncharacterized	other
YGR017W	YGR017W	297	Uncharacterized	other
YGR018C	YGR018C	109	Uncharacterized	other
YGR019W	UGA1	471	Verified	other
YGR020C	VMA7	118	Verified	other
YGR021W	YGR021W	290	Uncharacterized	other
YGR022C	YGR022C	109	Dubious	other
YGR023W	MTL1	551	Verified	other
YGR024C	THG1	237	Verified	other
YGR025W	YGR025W	100	Uncharacterized	other
YGR026W	YGR026W	278	Uncharacterized	other
YGR027C	RPS25A	108	Verified	translation
YGR028W	MSP1	362	Verified	other
YGR029W	ERV1	189	Verified	other
YGR030C	POP6	158	Verified	other
YGR031C-A	NAG1	163	Verified	other
YGR031W	IMO32	342	Verified	other
YGR032W	GSC2	1895	Verified	other
YGR033C	TIM21	239	Verified	other
YGR034W	RPL26B	127	Verified	translation
YGR035C	YGR035C	116	Uncharacterized	other
YGR035W-A	YGR035W-A	73	Uncharacterized	other
YGR036C	CAX4	239	Verified	other
YGR037C	ACB1	87	Verified	other
YGR038W	ORM1	222	Verified	other
YGR039W	YGR039W	103	Uncharacterized	other
YGR040W	KSS1	368	Verified	other
YGR041W	BUD9	547	Verified	other
YGR042W	MTE1	271	Verified	other
YGR043C	NQM1	333	Verified	MSN2/4
YGR044C	RME1	300	Verified	other
YGR045C	YGR045C	120	Uncharacterized	other
YGR046W	TAM41	385	Verified	other
YGR047C	TFC4	1025	Verified	other
YGR048W	UFD1	361	Verified	other
YGR049W	SCM4	187	Verified	other
YGR050C	YGR050C	118	Uncharacterized	other
YGR051C	YGR051C	107	Dubious	other
YGR052W	FMP48	369	Uncharacterized	MSN2/4
YGR053C	YGR053C	283	Uncharacterized	other
YGR054W	YGR054W	642	Verified	translation
YGR055W	MUP1	574	Verified	other
YGR056W	RSC1	928	Verified	other
YGR057C	LST7	242	Verified	other
YGR058W	PEF1	335	Verified	other
YGR059W	SPR3	512	Verified	other
YGR060W	ERG25	309	Verified	other
YGR061C	ADE6	1358	Verified	other
YGR062C	COX18	316	Verified	other
YGR063C	SPT4	102	Verified	other
YGR064W	YGR064W	122	Dubious	other
YGR065C	VHT1	593	Verified	other
YGR066C	YGR066C	292	Uncharacterized	other
YGR067C	YGR067C	804	Uncharacterized	other
YGR068C	ART5	586	Verified	other
YGR068W-A	YGR068W-A	31	Dubious	other
YGR069W	YGR069W	111	Dubious	other
YGR070W	ROM1	1155	Verified	MSN2/4
YGR071C	ENV11	860	Verified	other
YGR072W	UPF3	387	Verified	other
YGR073C	YGR073C	123	Dubious	other
YGR074W	SMD1	146	Verified	other
YGR075C	PRP38	242	Verified	other
YGR076C	MRPL25	157	Verified	other
YGR077C	PEX8	589	Verified	other
YGR078C	PAC10	199	Verified	other
YGR079W	YGR079W	370	Uncharacterized	other
YGR080W	TWF1	332	Verified	other
YGR081C	SLX9	210	Verified	translation
YGR082W	TOM20	183	Verified	other
YGR083C	GCD2	651	Verified	translation
YGR084C	MRP13	339	Verified	other
YGR085C	RPL11B	174	Verified	translation
YGR086C	PIL1	339	Verified	MSN2/4
YGR087C	PDC6	563	Verified	glycolysis
YGR088W	CTT1	562	Verified	MSN2/4
YGR089W	NNF2	936	Verified	other
YGR090W	UTP22	1237	Verified	translation
YGR091W	PRP31	494	Verified	other
YGR092W	DBF2	572	Verified	other
YGR093W	DRN1	507	Verified	other
YGR094W	VAS1	1104	Verified	other
YGR095C	RRP46	223	Verified	other
YGR096W	TPC1	314	Verified	other
YGR097W	ASK10	1146	Verified	other
YGR098C	ESP1	1630	Verified	other
YGR099W	TEL2	688	Verified	other
YGR100W	MDR1	950	Verified	other
YGR101W	PCP1	346	Verified	other
YGR102C	GTF1	183	Verified	other
YGR103W	NOP7	605	Verified	translation
YGR104C	SRB5	307	Verified	other
YGR105W	VMA21	77	Verified	other
YGR106C	VOA1	265	Verified	other
YGR107W	YGR107W	149	Dubious	other
YGR108W	CLB1	471	Verified	other
YGR109C	CLB6	380	Verified	other
YGR110W	CLD1	445	Verified	other
YGR111W	YGR111W	400	Uncharacterized	other
YGR112W	SHY1	389	Verified	other
YGR113W	DAM1	343	Verified	other
YGR114C	YGR114C	129	Dubious	other
YGR115C	YGR115C	259	Dubious	other
YGR116W	SPT6	1451	Verified	other
YGR117C	YGR117C	476	Uncharacterized	other
YGR118W	RPS23A	145	Verified	translation
YGR119C	NUP57	541	Verified	other
YGR120C	COG2	262	Verified	other
YGR121C	MEP1	492	Verified	other
YGR121W-A	YGR121W-A	71	Uncharacterized	other
YGR122C-A	YGR122C-A	42	Dubious	other
YGR122W	YGR122W	402	Verified	other
YGR123C	PPT1	513	Verified	other
YGR124W	ASN2	572	Verified	other
YGR125W	YGR125W	1036	Uncharacterized	other
YGR126W	YGR126W	230	Uncharacterized	other
YGR127W	YGR127W	312	Uncharacterized	other
YGR128C	UTP8	713	Verified	translation
YGR129W	SYF2	215	Verified	other
YGR130C	YGR130C	816	Verified	other
YGR131W	FHN1	174	Verified	other
YGR132C	PHB1	287	Verified	other
YGR133W	PEX4	183	Verified	other
YGR134W	CAF130	1122	Verified	other
YGR135W	PRE9	258	Verified	other
YGR136W	LSB1	241	Verified	other
YGR137W	YGR137W	124	Dubious	other
YGR138C	TPO2	614	Verified	other
YGR139W	YGR139W	112	Dubious	other
YGR140W	CBF2	956	Verified	other
YGR141W	VPS62	467	Verified	other
YGR142W	BTN2	410	Verified	HSF1
YGR143W	SKN1	771	Verified	MSN2/4
YGR144W	THI4	326	Verified	other
YGR145W	ENP2	707	Verified	translation
YGR146C	ECL1	211	Verified	other
YGR146C-A	YGR146C-A	53	Uncharacterized	other
YGR147C	NAT2	288	Verified	other
YGR148C	RPL24B	155	Verified	translation
YGR149W	GPC1	432	Verified	other
YGR150C	CCM1	864	Verified	other
YGR151C	YGR151C	111	Dubious	other
YGR152C	RSR1	272	Verified	other
YGR153W	YGR153W	217	Uncharacterized	other
YGR154C	GTO1	356	Verified	other
YGR155W	CYS4	507	Verified	other
YGR156W	PTI1	425	Verified	other
YGR157W	CHO2	869	Verified	other
YGR158C	MTR3	250	Verified	other
YGR159C	NSR1	414	Verified	other
YGR160W	YGR160W	203	Dubious	other
YGR161C	RTS3	263	Uncharacterized	HSF1
YGR161W-C	YGR161W-C	92	Uncharacterized	other
YGR162W	TIF4631	952	Verified	translation
YGR163W	GTR2	341	Verified	other
YGR164W	YGR164W	111	Uncharacterized	other
YGR165W	MRPS35	345	Verified	other
YGR166W	TRS65	560	Verified	other
YGR167W	CLC1	233	Verified	other
YGR168C	YGR168C	376	Uncharacterized	other
YGR169C	PUS6	404	Verified	other
YGR169C-A	LSO2	92	Verified	other
YGR170W	PSD2	1138	Verified	other
YGR171C	MSM1	575	Verified	other
YGR172C	YIP1	248	Verified	other
YGR173W	RBG2	368	Verified	other
YGR174C	CBP4	170	Verified	other
YGR174W-A	YGR174W-A	28	Uncharacterized	other
YGR175C	ERG1	496	Verified	other
YGR176W	YGR176W	115	Dubious	other
YGR177C	ATF2	535	Verified	other
YGR178C	PBP1	722	Verified	other
YGR179C	OKP1	406	Verified	other
YGR180C	RNR4	345	Verified	other
YGR181W	TIM13	105	Verified	other
YGR182C	YGR182C	117	Dubious	other
YGR183C	QCR9	66	Verified	other
YGR184C	UBR1	1950	Verified	other
YGR185C	TYS1	394	Verified	other
YGR186W	TFG1	735	Verified	other
YGR187C	HGH1	394	Verified	other
YGR188C	BUB1	1021	Verified	other
YGR189C	CRH1	507	Verified	other
YGR190C	YGR190C	121	Dubious	other
YGR191W	HIP1	603	Verified	other
YGR192C	TDH3	332	Verified	glycolysis
YGR193C	PDX1	410	Verified	other
YGR194C	XKS1	600	Verified	MSN2/4
YGR195W	SKI6	246	Verified	other
YGR196C	FYV8	817	Verified	other
YGR197C	SNG1	547	Verified	other
YGR198W	YPP1	817	Verified	other
YGR199W	PMT6	759	Verified	other
YGR200C	ELP2	788	Verified	other
YGR201C	YGR201C	225	Uncharacterized	translation
YGR202C	PCT1	424	Verified	other
YGR203W	YCH1	148	Verified	other
YGR204C-A	YGR204C-A	37	Uncharacterized	other
YGR204W	ADE3	946	Verified	other
YGR205W	TDA10	290	Verified	other
YGR206W	MVB12	101	Verified	other
YGR207C	CIR1	261	Verified	other
YGR208W	SER2	309	Verified	other
YGR209C	TRX2	104	Verified	other
YGR210C	YGR210C	411	Uncharacterized	other
YGR211W	ZPR1	486	Verified	HSF1
YGR212W	SLI1	468	Verified	other
YGR213C	RTA1	317	Verified	other
YGR214W	RPS0A	252	Verified	translation
YGR215W	RSM27	110	Verified	other
YGR216C	GPI1	609	Verified	other
YGR217W	CCH1	2039	Verified	other
YGR218W	CRM1	1084	Verified	other
YGR219W	YGR219W	113	Dubious	other
YGR220C	MRPL9	269	Verified	other
YGR221C	TOS2	622	Verified	other
YGR222W	PET54	293	Verified	other
YGR223C	HSV2	448	Verified	other
YGR224W	AZR1	613	Verified	other
YGR225W	AMA1	593	Verified	other
YGR226C	YGR226C	69	Dubious	other
YGR227W	DIE2	525	Verified	other
YGR228W	YGR228W	114	Dubious	other
YGR229C	SMI1	505	Verified	other
YGR230W	BNS1	137	Verified	other
YGR231C	PHB2	310	Verified	other
YGR232W	NAS6	228	Verified	other
YGR233C	PHO81	1178	Verified	other
YGR234W	YHB1	399	Verified	other
YGR235C	MIC26	233	Verified	other
YGR236C	SPG1	95	Verified	other
YGR237C	YGR237C	785	Uncharacterized	other
YGR238C	KEL2	882	Verified	other
YGR239C	PEX21	288	Verified	other
YGR240C	PFK1	987	Verified	glycolysis
YGR240C-A	YGR240C-A	66	Uncharacterized	other
YGR241C	YAP1802	568	Verified	other
YGR242W	YGR242W	102	Dubious	other
YGR243W	MPC3	146	Verified	other
YGR244C	LSC2	427	Verified	other
YGR245C	SDA1	767	Verified	translation
YGR246C	BRF1	596	Verified	other
YGR247W	CPD1	239	Verified	other
YGR248W	SOL4	255	Verified	other
YGR249W	MGA1	456	Verified	other
YGR250C	RIE1	781	Verified	HSF1
YGR251W	NOP19	196	Verified	translation
YGR252W	GCN5	439	Verified	other
YGR253C	PUP2	260	Verified	other
YGR254W	ENO1	437	Verified	glycolysis
YGR255C	COQ6	479	Verified	MSN2/4
YGR256W	GND2	492	Verified	MSN2/4
YGR257C	MTM1	366	Verified	other
YGR258C	RAD2	1031	Verified	other
YGR259C	YGR259C	146	Dubious	other
YGR260W	TNA1	534	Verified	other
YGR261C	APL6	809	Verified	other
YGR262C	BUD32	261	Verified	other
YGR263C	SAY1	424	Verified	other
YGR264C	MES1	751	Verified	other
YGR265W	YGR265W	136	Dubious	other
YGR266W	YGR266W	701	Verified	other
YGR267C	FOL2	243	Verified	other
YGR268C	HUA1	198	Verified	other
YGR269W	YGR269W	108	Dubious	other
YGR270C-A	YGR270C-A	72	Dubious	other
YGR270W	YTA7	1379	Verified	other
YGR271C-A	EFG1	233	Verified	other
YGR271W	SLH1	1967	Verified	other
YGR273C	YGR273C	174	Uncharacterized	other
YGR274C	TAF1	1066	Verified	other
YGR275W	RTT102	157	Verified	other
YGR276C	RNH70	553	Verified	translation
YGR277C	CAB4	305	Verified	other
YGR278W	CWC22	577	Verified	other
YGR279C	SCW4	386	Verified	other
YGR280C	PXR1	271	Verified	translation
YGR281W	YOR1	1477	Verified	other
YGR282C	BGL2	313	Verified	other
YGR283C	YGR283C	341	Verified	other
YGR284C	ERV29	310	Verified	other
YGR285C	ZUO1	433	Verified	other
YGR286C	BIO2	375	Verified	other
YGR287C	IMA1	589	Verified	other
YGR288W	MAL13	473	Verified	other
YGR289C	MAL11	616	Verified	other
YGR290W	YGR290W	147	Dubious	other
YGR291C	YGR291C	73	Dubious	other
YGR292W	MAL12	584	Verified	other
YGR293C	YGR293C	153	Dubious	other
YGR294W	PAU12	120	Verified	other
YGR295C	COS6	381	Verified	other
YGR296C-A	YGR296C-A	191	Dubious	other
YGR296C-B	YGR296C-B	160	Dubious	other
YGR296W	YRF1-3	1859	Verified	other
YHL001W	RPL14B	138	Verified	translation
YHL002C-A	YHL002C-A	162	Dubious	other
YHL002W	HSE1	452	Verified	other
YHL003C	LAG1	411	Verified	other
YHL004W	MRP4	394	Verified	other
YHL005C	YHL005C	130	Uncharacterized	other
YHL006C	SHU1	150	Verified	other
YHL006W-A	YHL006W-A	117	Dubious	other
YHL007C	STE20	939	Verified	other
YHL008C	YHL008C	627	Uncharacterized	other
YHL009C	YAP3	330	Verified	other
