skORF	gene	ORF	kmORF
SKDZ_07G2420	ERG4	YGL012W	KLMA_40436
SKDZ_07G2430	SCL1	YGL011C	KLMA_50157
SKDZ_07G2450	LEU1	YGL009C	KLMA_50154
SKDZ_07G2460	PMA1	YGL008C	KLMA_10457
SKDZ_07G2480	PMC1	YGL006W	KLMA_10454
SKDZ_07G2490	COG7	YGL005C	KLMA_10453
SKDZ_07G2500	RPN14	YGL004C	KLMA_10452
SKDZ_07G2510	CDH1	YGL003C	KLMA_10450
SKDZ_07G2520	ERP6	YGL002W	KLMA_10448
SKDZ_07G2530	ERG26	YGL001C	KLMA_40026
SKDZ_07G2550	SWC4	YGR002C	KLMA_40035
SKDZ_07G2560	CUL3	YGR003W	KLMA_40036
SKDZ_07G2570	PEX31	YGR004W	KLMA_40038
SKDZ_07G2580	TFG2	YGR005C	KLMA_40040
SKDZ_07G2590	PRP18	YGR006W	KLMA_40041
SKDZ_07G2600	ECT1	YGR007W	KLMA_40044
SKDZ_07G2610	STF2	YGR008C	KLMA_40045
SKDZ_07G2620	SEC9	YGR009C	KLMA_10594
SKDZ_07G2630	NMA2	YGR010W	KLMA_40046
SKDZ_07G2650	YGR012W	YGR012W	KLMA_40047
SKDZ_07G2660	SNU71	YGR013W	KLMA_40048
SKDZ_07G2670	MSB2	YGR014W	KLMA_40049
SKDZ_07G2680	YGR015C	YGR015C	KLMA_40050
SKDZ_07G2690	YGR016W	YGR016W	KLMA_40051
SKDZ_07G2700	YGR017W	YGR017W	NA
SKDZ_07G2710	UGA1	YGR019W	KLMA_40198
SKDZ_07G2720	VMA7	YGR020C	KLMA_20464
SKDZ_07G2730	YGR021W	YGR021W	KLMA_20463
SKDZ_07G2750	MTL1	YGR023W	NA
SKDZ_07G2760	THG1	YGR024C	KLMA_50212
SKDZ_07G2770	YGR026W	YGR026W	KLMA_50211
SKDZ_07G2780	RPS25A	YGR027C	KLMA_50210
SKDZ_07G2790	MSP1	YGR028W	KLMA_50207
SKDZ_07G2800	ERV1	YGR029W	NA
SKDZ_07G2810	POP6	YGR030C	KLMA_50201
SKDZ_07G2820	IMO32	YGR031W	NA
SKDZ_07G2830	NAG1	YGR031C-A	NA
SKDZ_07G2840	GSC2	YGR032W	KLMA_50197
SKDZ_07G2850	TIM21	YGR033C	KLMA_50195
SKDZ_07G2860	RPL26B	YGR034W	KLMA_50194
SKDZ_07G2870	YGR035C	YGR035C	NA
SKDZ_07G2880	YGR035W-A	YGR035W-A	NA
SKDZ_07G2890	CAX4	YGR036C	KLMA_50192
SKDZ_07G2900	ACB1	YGR037C	KLMA_50190
SKDZ_07G2910	ORM1	YGR038W	NA
SKDZ_07G2920	KSS1	YGR040W	KLMA_30639
SKDZ_07G2930	BUD9	YGR041W	NA
SKDZ_07G2940	YGR042W	YGR042W	KLMA_30636
SKDZ_07G2950	NQM1	YGR043C	NA
SKDZ_07G2960	RME1	YGR044C	KLMA_30633
SKDZ_07G2970	TAM41	YGR046W	KLMA_10109
SKDZ_07G2980	TFC4	YGR047C	KLMA_10111
SKDZ_07G2990	UFD1	YGR048W	KLMA_10112
SKDZ_07G3000	SCM4	YGR049W	NA
SKDZ_07G3010	FMP48	YGR052W	KLMA_30629
SKDZ_07G3020	YGR053C	YGR053C	NA
SKDZ_07G3030	YGR054W	YGR054W	KLMA_30627
SKDZ_07G3040	MUP1	YGR055W	KLMA_30073
SKDZ_07G3050	RSC1	YGR056W	NA
SKDZ_07G3060	LST7	YGR057C	KLMA_30076
SKDZ_07G3070	PEF1	YGR058W	KLMA_50287
SKDZ_07G3080	SPR3	YGR059W	KLMA_50286
SKDZ_07G3090	ERG25	YGR060W	KLMA_50284
SKDZ_07G3100	ADE6	YGR061C	KLMA_50283
SKDZ_07G3110	COX18	YGR062C	KLMA_50281
SKDZ_07G3120	SPT4	YGR063C	KLMA_50280
SKDZ_07G3130	VHT1	YGR065C	KLMA_50278
SKDZ_07G3140	YGR066C	YGR066C	NA
SKDZ_07G3150	YGR067C	YGR067C	KLMA_50277
SKDZ_07G3160	ART5	YGR068C	KLMA_50276
SKDZ_07G3180	ROM1	YGR070W	NA
SKDZ_07G3190	ENV11	YGR071C	NA
SKDZ_07G3200	UPF3	YGR072W	KLMA_10664
SKDZ_07G3210	SMD1	YGR074W	KLMA_10667
SKDZ_07G3220	PRP38	YGR075C	KLMA_10668
SKDZ_07G3230	MRPL25	YGR076C	NA
SKDZ_07G3240	PEX8	YGR077C	KLMA_10208
SKDZ_07G3250	PAC10	YGR078C	KLMA_10206
SKDZ_07G3260	YGR079W	YGR079W	NA
SKDZ_07G3270	TWF1	YGR080W	KLMA_70207
SKDZ_07G3280	SLX9	YGR081C	KLMA_30507
SKDZ_07G3290	TOM20	YGR082W	NA
SKDZ_07G3300	GCD2	YGR083C	KLMA_20336
SKDZ_07G3310	MRP13	YGR084C	KLMA_20337
SKDZ_07G3320	RPL11B	YGR085C	KLMA_20339
SKDZ_07G3330	PIL1	YGR086C	KLMA_20343
SKDZ_07G3340	CTT1	YGR088W	KLMA_50419
SKDZ_07G3350	NNF2	YGR089W	KLMA_50422
SKDZ_07G3360	UTP22	YGR090W	KLMA_50424
SKDZ_07G3370	PRP31	YGR091W	KLMA_50427
SKDZ_07G3380	DBF2	YGR092W	KLMA_50428
SKDZ_07G3400	VAS1	YGR094W	KLMA_50431
SKDZ_07G3410	RRP46	YGR095C	KLMA_50432
SKDZ_07G3420	TPC1	YGR096W	KLMA_50433
SKDZ_07G3430	ASK10	YGR097W	KLMA_50436
SKDZ_07G3440	ESP1	YGR098C	KLMA_50439
SKDZ_07G3450	TEL2	YGR099W	KLMA_50440
SKDZ_07G3460	MDR1	YGR100W	KLMA_50442
SKDZ_07G3470	PCP1	YGR101W	KLMA_50443
SKDZ_07G3480	GTF1	YGR102C	KLMA_50444
SKDZ_07G3490	NOP7	YGR103W	KLMA_50445
SKDZ_07G3500	SRB5	YGR104C	KLMA_50446
SKDZ_07G3510	VMA21	YGR105W	KLMA_50447
SKDZ_07G3520	VOA1	YGR106C	KLMA_50448
SKDZ_07G3530	CLB1	YGR108W	NA
SKDZ_07G3540	CLB6	YGR109C	NA
SKDZ_07G3550	CLD1	YGR110W	KLMA_30089
SKDZ_07G3560	YGR111W	YGR111W	KLMA_50458
SKDZ_07G3570	SHY1	YGR112W	KLMA_70307
SKDZ_07G3580	DAM1	YGR113W	KLMA_70306
SKDZ_07G3590	SPT6	YGR116W	KLMA_70304
SKDZ_07G3600	YGR117C	YGR117C	KLMA_70298
SKDZ_07G3610	RPS23A	YGR118W	KLMA_70297
SKDZ_07G3620	NUP57	YGR119C	KLMA_70293
SKDZ_07G3630	COG2	YGR120C	KLMA_70292
SKDZ_07G3640	MEP1	YGR121C	KLMA_70289
SKDZ_07G3650	YGR122W	YGR122W	KLMA_70288
SKDZ_07G3660	PPT1	YGR123C	KLMA_70283
SKDZ_07G3670	ASN2	YGR124W	KLMA_70281
SKDZ_07G3680	YGR125W	YGR125W	KLMA_20505
SKDZ_07G3690	YGR126W	YGR126W	NA
SKDZ_07G3700	YGR127W	YGR127W	KLMA_20507
SKDZ_07G3710	UTP8	YGR128C	KLMA_20508
SKDZ_07G3720	SYF2	YGR129W	KLMA_20509
SKDZ_07G3730	YGR130C	YGR130C	KLMA_50481
SKDZ_07G3740	FHN1	YGR131W	KLMA_50482
SKDZ_07G3750	PHB1	YGR132C	KLMA_50483
SKDZ_07G3760	PEX4	YGR133W	KLMA_20535
SKDZ_07G3770	CAF130	YGR134W	KLMA_20538
SKDZ_07G3780	PRE9	YGR135W	KLMA_20540
SKDZ_07G3790	LSB1	YGR136W	NA
SKDZ_07G3810	TPO2	YGR138C	KLMA_20544
SKDZ_07G3820	CBF2	YGR140W	KLMA_20545
SKDZ_07G3830	VPS62	YGR141W	KLMA_20546
SKDZ_07G3840	BTN2	YGR142W	KLMA_20547
SKDZ_07G3850	SKN1	YGR143W	NA
SKDZ_07G3860	YCR102C	YCR102C	KLMA_60268
SKDZ_07G3870	THI4	YGR144W	KLMA_40625
SKDZ_07G3880	ENP2	YGR145W	KLMA_50140
SKDZ_07G3890	ECL1	YGR146C	NA
SKDZ_07G3910	NAT2	YGR147C	KLMA_20056
SKDZ_07G3920	RPL24B	YGR148C	KLMA_20054
SKDZ_07G3930	YGR149W	YGR149W	KLMA_20052
SKDZ_07G3940	CCM1	YGR150C	NA
SKDZ_07G3950	RSR1	YGR152C	KLMA_60196
SKDZ_07G3960	YGR153W	YGR153W	NA
SKDZ_07G3970	GTO1	YGR154C	NA
SKDZ_07G3980	CYS4	YGR155W	KLMA_20288
SKDZ_07G3990	PTI1	YGR156W	KLMA_40196
SKDZ_07G4000	CHO2	YGR157W	KLMA_40103
SKDZ_07G4010	MTR3	YGR158C	KLMA_40104
SKDZ_07G4020	NSR1	YGR159C	KLMA_30382
SKDZ_07G4040	RTS3	YGR161C	NA
SKDZ_07G4050	YGR161W-C	YGR161W-C	NA
SKDZ_07G4060	TIF4631	YGR162W	NA
SKDZ_07G4070	GTR2	YGR163W	KLMA_50141
SKDZ_07G4080	MRPS35	YGR165W	KLMA_40279
SKDZ_07G4090	TRS65	YGR166W	KLMA_30181
SKDZ_07G4100	CLC1	YGR167W	KLMA_30180
SKDZ_07G4110	YGR168C	YGR168C	NA
SKDZ_07G4120	PUS6	YGR169C	KLMA_30177
SKDZ_07G4140	PSD2	YGR170W	KLMA_30194
SKDZ_07G4150	MSM1	YGR171C	KLMA_30196
SKDZ_07G4160	YIP1	YGR172C	KLMA_30198
SKDZ_07G4170	RBG2	YGR173W	KLMA_30197
SKDZ_07G4180	CBP4	YGR174C	KLMA_30205
SKDZ_07G4190	ERG1	YGR175C	KLMA_30204
SKDZ_07G4210	ATF2	YGR177C	KLMA_30203
SKDZ_07G4220	PBP1	YGR178C	KLMA_30201
SKDZ_07G4230	OKP1	YGR179C	KLMA_30200
SKDZ_07G4240	RNR4	YGR180C	NA
SKDZ_07G4260	TIM13	YGR181W	KLMA_30207
SKDZ_07G4270	QCR9	YGR183C	KLMA_30208
SKDZ_07G4280	UBR1	YGR184C	KLMA_30209
SKDZ_07G4290	TYS1	YGR185C	KLMA_30211
SKDZ_07G4300	TFG1	YGR186W	KLMA_30212
SKDZ_07G4310	HGH1	YGR187C	KLMA_30214
SKDZ_07G4320	BUB1	YGR188C	NA
SKDZ_07G4330	CRH1	YGR189C	KLMA_40287
SKDZ_07G4340	HIP1	YGR191W	KLMA_80054
SKDZ_07G4350	TDH3	YGR192C	KLMA_40218
SKDZ_07G4350	TDH3	YGR192C	KLMA_80059
SKDZ_07G4360	PDX1	YGR193C	KLMA_80065
SKDZ_07G4370	XKS1	YGR194C	KLMA_80066
SKDZ_07G4380	SKI6	YGR195W	KLMA_20688
SKDZ_07G4390	FYV8	YGR196C	KLMA_20689
SKDZ_07G4400	SNG1	YGR197C	KLMA_20621
SKDZ_07G4410	YPP1	YGR198W	KLMA_40256
SKDZ_07G4420	PMT6	YGR199W	KLMA_40257
SKDZ_07G4430	ELP2	YGR200C	KLMA_40258
SKDZ_07G4440	YGR201C	YGR201C	NA
SKDZ_07G4450	PCT1	YGR202C	KLMA_60090
SKDZ_07G4460	YCH1	YGR203W	KLMA_60089
SKDZ_07G4470	ADE3	YGR204W	KLMA_60087
SKDZ_07G4480	TDA10	YGR205W	KLMA_60085
SKDZ_07G4490	MVB12	YGR206W	NA
SKDZ_07G4500	CIR1	YGR207C	KLMA_60079
SKDZ_07G4510	SER2	YGR208W	KLMA_60078
SKDZ_07G4520	TRX2	YGR209C	KLMA_60077
SKDZ_07G4530	YGR210C	YGR210C	KLMA_60072
SKDZ_07G4540	ZPR1	YGR211W	KLMA_60071
SKDZ_07G4550	SLI1	YGR212W	KLMA_80277
SKDZ_07G4560	RTA1	YGR213C	KLMA_60244
SKDZ_07G4570	RPS0A	YGR214W	KLMA_60069
SKDZ_07G4580	RSM27	YGR215W	KLMA_60068
SKDZ_07G4590	GPI1	YGR216C	KLMA_60067
SKDZ_07G4600	CCH1	YGR217W	KLMA_60066
SKDZ_07G4610	CRM1	YGR218W	KLMA_60065
SKDZ_07G4620	MRPL9	YGR220C	KLMA_60064
SKDZ_07G4630	TOS2	YGR221C	NA
SKDZ_07G4640	PET54	YGR222W	KLMA_60060
SKDZ_07G4650	HSV2	YGR223C	KLMA_60059
SKDZ_07G4660	AZR1	YGR224W	NA
SKDZ_07G4670	AMA1	YGR225W	KLMA_60058
SKDZ_07G4690	DIE2	YGR227W	KLMA_60055
SKDZ_07G4700	SMI1	YGR229C	KLMA_60054
SKDZ_07G4710	BNS1	YGR230W	NA
SKDZ_07G4720	PHB2	YGR231C	KLMA_60052
SKDZ_07G4730	NAS6	YGR232W	KLMA_60051
SKDZ_07G4740	PHO81	YGR233C	KLMA_60050
SKDZ_07G4760	SPG1	YGR236C	NA
SKDZ_07G4770	YGR237C	YGR237C	KLMA_60046
SKDZ_07G4780	KEL2	YGR238C	NA
SKDZ_07G4790	PEX21	YGR239C	KLMA_60042
SKDZ_07G4800	PFK1	YGR240C	KLMA_10341
SKDZ_07G4820	YAP1802	YGR241C	KLMA_10339
SKDZ_07G4850	LSC2	YGR244C	KLMA_10336
SKDZ_07G4860	SDA1	YGR245C	KLMA_10334
SKDZ_07G4870	BRF1	YGR246C	KLMA_10333
SKDZ_07G4880	CPD1	YGR247W	KLMA_10332
SKDZ_07G4890	SOL4	YGR248W	KLMA_10331
SKDZ_07G4900	MGA1	YGR249W	KLMA_10330
SKDZ_07G4910	YGR250C	YGR250C	KLMA_10329
SKDZ_07G4920	NOP19	YGR251W	KLMA_40431
SKDZ_07G4930	GCN5	YGR252W	KLMA_40434
SKDZ_07G4940	PUP2	YGR253C	KLMA_40435
SKDZ_07G4950	ENO1	YGR254W	KLMA_10462
SKDZ_07G4960	COQ6	YGR255C	KLMA_10125
SKDZ_07G4970	GND2	YGR256W	KLMA_10468
SKDZ_07G4980	MTM1	YGR257C	KLMA_10471
SKDZ_07G4990	RAD2	YGR258C	KLMA_10473
SKDZ_07G5000	TNA1	YGR260W	KLMA_10475
SKDZ_07G5010	APL6	YGR261C	KLMA_10480
SKDZ_07G5020	BUD32	YGR262C	KLMA_10482
SKDZ_07G5030	SAY1	YGR263C	NA
SKDZ_07G5040	MES1	YGR264C	KLMA_10483
SKDZ_07G5050	YGR266W	YGR266W	KLMA_10486
SKDZ_07G5060	FOL2	YGR267C	KLMA_10488
SKDZ_07G5070	HUA1	YGR268C	KLMA_10489
SKDZ_07G5080	YTA7	YGR270W	KLMA_10491
SKDZ_07G5100	SLH1	YGR271W	KLMA_10495
SKDZ_07G5110	EFG1	YGR271C-A	KLMA_10496
SKDZ_07G5120	YGR273C	YGR273C	NA
SKDZ_07G5130	TAF1	YGR274C	KLMA_10501
SKDZ_07G5140	RTT102	YGR275W	KLMA_10502
SKDZ_07G5150	RNH70	YGR276C	KLMA_10503
SKDZ_07G5160	CAB4	YGR277C	KLMA_80200
SKDZ_07G5170	CWC22	YGR278W	KLMA_80199
SKDZ_07G5180	SCW4	YGR279C	KLMA_80198
SKDZ_07G5190	PXR1	YGR280C	KLMA_80194
SKDZ_07G5200	YOR1	YGR281W	KLMA_80188
SKDZ_07G5210	BGL2	YGR282C	KLMA_80185
SKDZ_07G5220	YGR283C	YGR283C	KLMA_80184
SKDZ_07G5230	ERV29	YGR284C	KLMA_80182
SKDZ_07G5240	ZUO1	YGR285C	KLMA_80181
SKDZ_07G5250	BIO2	YGR286C	KLMA_10356
SKDZ_07G5270	IMA5	YJL216C	NA
SKDZ_07G5280	MAL13	YGR288W	NA
SKDZ_07G5290	MAL11	YGR289C	NA
SKDZ_08G0020	COS4	YFL062W	NA
SKDZ_08G0030	ARN1	YHL040C	NA
SKDZ_08G0040	EFM1	YHL039W	KLMA_80418
SKDZ_08G0050	CBP2	YHL038C	NA
SKDZ_08G0060	MUP3	YHL036W	KLMA_80416
SKDZ_08G0070	VMR1	YHL035C	NA
SKDZ_08G0080	SBP1	YHL034C	KLMA_80414
SKDZ_08G0090	RPL8A	YHL033C	KLMA_80413
SKDZ_08G0100	GUT1	YHL032C	KLMA_80412
SKDZ_08G0110	GOS1	YHL031C	KLMA_80410
SKDZ_08G0120	ECM29	YHL030W	KLMA_20443
SKDZ_08G0130	OCA5	YHL029C	KLMA_10671
SKDZ_08G0140	WSC4	YHL028W	KLMA_20441
SKDZ_08G0150	RIM101	YHL027W	KLMA_20440
SKDZ_08G0160	YHL026C	YHL026C	NA
SKDZ_08G0170	SNF6	YHL025W	KLMA_20082
SKDZ_08G0180	RIM4	YHL024W	KLMA_40100
SKDZ_08G0190	NPR3	YHL023C	KLMA_40101
SKDZ_08G0200	SPO11	YHL022C	KLMA_50416
SKDZ_08G0210	AIM17	YHL021C	KLMA_50415
SKDZ_08G0220	OPI1	YHL020C	KLMA_60306
SKDZ_08G0230	APM2	YHL019C	KLMA_60308
SKDZ_08G0240	YHL018W	YHL018W	KLMA_60309
SKDZ_08G0250	YHL017W	YHL017W	KLMA_60311
SKDZ_08G0260	DUR3	YHL016C	KLMA_30305
SKDZ_08G0270	RPS20	YHL015W	KLMA_60313
SKDZ_08G0280	YLF2	YHL014C	KLMA_60314
SKDZ_08G0290	OTU2	YHL013C	KLMA_60315
SKDZ_08G0300	YHL012W	YHL012W	NA
SKDZ_08G0310	PRS3	YHL011C	KLMA_60320
SKDZ_08G0320	ETP1	YHL010C	KLMA_60321
SKDZ_08G0330	YAP3	YHL009C	NA
SKDZ_08G0340	YHL008C	YHL008C	NA
SKDZ_08G0350	STE20	YHL007C	KLMA_30058
SKDZ_08G0360	SHU1	YHL006C	NA
SKDZ_08G0370	MRP4	YHL004W	KLMA_30062
SKDZ_08G0390	HSE1	YHL002W	KLMA_30064
SKDZ_08G0400	RPL14B	YHL001W	KLMA_30066
SKDZ_08G0410	OSH7	YHR001W	KLMA_30626
SKDZ_08G0420	QCR10	YHR001W-A	NA
SKDZ_08G0430	LEU5	YHR002W	KLMA_60338
SKDZ_08G0450	NEM1	YHR004C	KLMA_60334
SKDZ_08G0460	GPA1	YHR005C	KLMA_60165
SKDZ_08G0470	TIM10	YHR005C-A	KLMA_60163
SKDZ_08G0480	STP2	YHR006W	KLMA_20253
SKDZ_08G0490	ERG11	YHR007C	KLMA_20551
SKDZ_08G0500	SOD2	YHR008C	KLMA_20553
SKDZ_08G0510	TDA3	YHR009C	KLMA_20555
SKDZ_08G0520	RPL27A	YHR010W	KLMA_20558
SKDZ_08G0530	DIA4	YHR011W	KLMA_20559
SKDZ_08G0540	VPS29	YHR012W	KLMA_20560
SKDZ_08G0550	ARD1	YHR013C	KLMA_20561
SKDZ_08G0560	SPO13	YHR014W	NA
SKDZ_08G0570	MIP6	YHR015W	NA
SKDZ_08G0580	YSC84	YHR016C	KLMA_10431
SKDZ_08G0590	YSC83	YHR017W	KLMA_10432
SKDZ_08G0600	ARG4	YHR018C	KLMA_10433
SKDZ_08G0610	DED81	YHR019C	KLMA_10434
SKDZ_08G0620	YHR020W	YHR020W	KLMA_10435
SKDZ_08G0630	RPS27B	YHR021C	KLMA_20091
SKDZ_08G0640	YHR022C	YHR022C	KLMA_20090
SKDZ_08G0660	MYO1	YHR023W	KLMA_20088
SKDZ_08G0670	MAS2	YHR024C	KLMA_20087
SKDZ_08G0680	THR1	YHR025W	KLMA_20086
SKDZ_08G0690	VMA16	YHR026W	KLMA_20085
SKDZ_08G0700	RPN1	YHR027C	KLMA_20084
SKDZ_08G0710	DAP2	YHR028C	KLMA_20083
SKDZ_08G0720	YHI9	YHR029C	NA
SKDZ_08G0730	SLT2	YHR030C	KLMA_70325
SKDZ_08G0740	RRM3	YHR031C	KLMA_50366
SKDZ_08G0750	ERC1	YHR032W	KLMA_40249
SKDZ_08G0770	YHR033W	YHR033W	NA
SKDZ_08G0780	PIH1	YHR034C	KLMA_30434
SKDZ_08G0800	BRL1	YHR036W	KLMA_30425
SKDZ_08G0810	PUT2	YHR037W	KLMA_30424
SKDZ_08G0820	RRF1	YHR038W	KLMA_30422
SKDZ_08G0830	MSC7	YHR039C	KLMA_30421
SKDZ_08G0840	VMA10	YHR039C-A	KLMA_30420
SKDZ_08G0850	BCD1	YHR040W	KLMA_30419
SKDZ_08G0860	SRB2	YHR041C	KLMA_30414
SKDZ_08G0870	NCP1	YHR042W	KLMA_20725
SKDZ_08G0890	DOG1	YHR044C	NA
SKDZ_08G0900	YHR045W	YHR045W	KLMA_30402
SKDZ_08G0910	INM1	YHR046C	NA
SKDZ_08G0920	YHK8	YHR048W	NA
SKDZ_08G0930	FSH1	YHR049W	KLMA_30404
SKDZ_08G0940	SMF2	YHR050W	KLMA_20690
SKDZ_08G0960	COX6	YHR051W	KLMA_40253
SKDZ_08G0970	CIC1	YHR052W	KLMA_40251
SKDZ_08G0980	RSC30	YHR056C	NA
SKDZ_08G1000	CPR2	YHR057C	KLMA_30439
SKDZ_08G1010	MED6	YHR058C	KLMA_30440
SKDZ_08G1020	FYV4	YHR059W	KLMA_30441
SKDZ_08G1030	VMA22	YHR060W	KLMA_30541
SKDZ_08G1040	GIC1	YHR061C	NA
SKDZ_08G1050	RPP1	YHR062C	KLMA_30543
SKDZ_08G1060	PAN5	YHR063C	KLMA_30545
SKDZ_08G1070	SSZ1	YHR064C	KLMA_30546
SKDZ_08G1080	RRP3	YHR065C	KLMA_30548
SKDZ_08G1090	SSF1	YHR066W	KLMA_30549
SKDZ_08G1100	HTD2	YHR067W	KLMA_70369
SKDZ_08G1110	DYS1	YHR068W	KLMA_70371
SKDZ_08G1120	RRP4	YHR069C	KLMA_70373
SKDZ_08G1140	TRM5	YHR070W	KLMA_70374
SKDZ_08G1150	PCL5	YHR071W	KLMA_70375
SKDZ_08G1160	ERG7	YHR072W	KLMA_30341
SKDZ_08G1170	NOP10	YHR072W-A	KLMA_70255
SKDZ_08G1180	OSH3	YHR073W	KLMA_70257
SKDZ_08G1210	QNS1	YHR074W	KLMA_50347
SKDZ_08G1220	PPE1	YHR075C	KLMA_50348
SKDZ_08G1230	PTC7	YHR076W	NA
SKDZ_08G1240	NMD2	YHR077C	KLMA_50353
SKDZ_08G1250	YHR078W	YHR078W	KLMA_50355
SKDZ_08G1260	IRE1	YHR079C	KLMA_50358
SKDZ_08G1270	SAE3	YHR079C-A	NA
SKDZ_08G1280	YHR080C	YHR080C	KLMA_60102
SKDZ_08G1290	LRP1	YHR081W	KLMA_60106
SKDZ_08G1300	KSP1	YHR082C	KLMA_60109
SKDZ_08G1310	SAM35	YHR083W	KLMA_60111
SKDZ_08G1320	STE12	YHR084W	NA
SKDZ_08G1330	IPI1	YHR085W	KLMA_30190
SKDZ_08G1340	NAM8	YHR086W	KLMA_30191
SKDZ_08G1350	RTC3	YHR087W	KLMA_40247
SKDZ_08G1360	RPF1	YHR088W	KLMA_40243
SKDZ_08G1370	GAR1	YHR089C	KLMA_40240
SKDZ_08G1380	YNG2	YHR090C	KLMA_10396
SKDZ_08G1390	MSR1	YHR091C	NA
SKDZ_08G1400	HXT4	YHR092C	NA
SKDZ_08G1410	HXT1	YHR094C	NA
SKDZ_08G1420	HXT5	YHR096C	KLMA_50363
SKDZ_08G1420	HXT5	YHR096C	KLMA_50364
SKDZ_08G1430	YHR097C	YHR097C	KLMA_40264
SKDZ_08G1440	SFB3	YHR098C	KLMA_40263
SKDZ_08G1450	TRA1	YHR099W	KLMA_40261
SKDZ_08G1460	GEP4	YHR100C	KLMA_60091
SKDZ_08G1470	BIG1	YHR101C	KLMA_10688
SKDZ_08G1480	KIC1	YHR102W	KLMA_10686
SKDZ_08G1490	SBE22	YHR103W	NA
SKDZ_08G1500	GRE3	YHR104W	KLMA_10683
SKDZ_08G1510	YPT35	YHR105W	NA
SKDZ_08G1520	TRR2	YHR106W	NA
SKDZ_08G1530	CDC12	YHR107C	KLMA_10681
SKDZ_08G1540	GGA2	YHR108W	KLMA_20450
SKDZ_08G1550	CTM1	YHR109W	KLMA_20447
SKDZ_08G1560	ERP5	YHR110W	KLMA_20446
SKDZ_08G1570	UBA4	YHR111W	KLMA_20445
SKDZ_08G1580	YHR112C	YHR112C	KLMA_80406
SKDZ_08G1590	APE4	YHR113W	KLMA_80405
SKDZ_08G1600	BZZ1	YHR114W	KLMA_60240
SKDZ_08G1610	DMA1	YHR115C	KLMA_60242
SKDZ_08G1620	COX23	YHR116W	KLMA_60247
SKDZ_08G1630	TOM71	YHR117W	NA
SKDZ_08G1640	ORC6	YHR118C	KLMA_60251
SKDZ_08G1650	SET1	YHR119W	KLMA_60252
SKDZ_08G1660	MSH1	YHR120W	KLMA_60253
SKDZ_08G1670	LSM12	YHR121W	KLMA_60259
SKDZ_08G1690	EPT1	YHR123W	NA
SKDZ_08G1700	NDT80	YHR124W	KLMA_60266
SKDZ_08G1710	ANS1	YHR126C	NA
SKDZ_08G1720	YHR127W	YHR127W	KLMA_10571
SKDZ_08G1730	FUR1	YHR128W	KLMA_10735
SKDZ_08G1740	ARP1	YHR129C	KLMA_10736
SKDZ_08G1750	YHR131C	YHR131C	KLMA_10738
SKDZ_08G1770	ECM14	YHR132C	KLMA_40356
SKDZ_08G1780	IGO2	YHR132W-A	KLMA_40355
SKDZ_08G1790	NSG1	YHR133C	NA
SKDZ_08G1800	WSS1	YHR134W	KLMA_40353
SKDZ_08G1810	YCK1	YHR135C	KLMA_60424
SKDZ_08G1820	SPL2	YHR136C	NA
SKDZ_08G1830	ARO9	YHR137W	KLMA_60423
SKDZ_08G1840	YHR138C	YHR138C	NA
SKDZ_08G1850	SPS100	YHR139C	NA
SKDZ_08G1860	YHR139C-A	YHR139C-A	NA
SKDZ_08G1870	YHR140W	YHR140W	KLMA_20765
SKDZ_08G1880	RPL42B	YHR141C	KLMA_20762
SKDZ_08G1890	CHS7	YHR142W	KLMA_20761
SKDZ_08G1900	DSE2	YHR143W	KLMA_20758
SKDZ_08G1910	RPC10	YHR143W-A	KLMA_20755
SKDZ_08G1920	DCD1	YHR144C	KLMA_20752
SKDZ_08G1930	CRP1	YHR146W	NA
SKDZ_08G1940	MRPL6	YHR147C	KLMA_60063
SKDZ_08G1950	IMP3	YHR148W	KLMA_60062
SKDZ_08G1960	SKG6	YHR149C	KLMA_60061
SKDZ_08G1970	PEX28	YHR150W	KLMA_60057
SKDZ_08G1980	MTC6	YHR151C	KLMA_60056
SKDZ_08G1990	SPO12	YHR152W	KLMA_60053
SKDZ_08G2000	SPO16	YHR153C	NA
SKDZ_08G2010	RTT107	YHR154W	NA
SKDZ_08G2020	YSP1	YHR155W	KLMA_10123
SKDZ_08G2030	LIN1	YHR156C	KLMA_10119
SKDZ_08G2040	REC104	YHR157W	NA
SKDZ_08G2050	KEL1	YHR158C	KLMA_60044
SKDZ_08G2060	TDA11	YHR159W	NA
SKDZ_08G2070	PEX18	YHR160C	NA
SKDZ_08G2080	YAP1801	YHR161C	KLMA_10339
SKDZ_08G2090	MPC2	YHR162W	NA
SKDZ_08G2100	SOL3	YHR163W	KLMA_10331
SKDZ_08G2110	DNA2	YHR164C	KLMA_10328
SKDZ_08G2120	PRP8	YHR165C	KLMA_10326
SKDZ_08G2130	CDC23	YHR166C	KLMA_10325
SKDZ_08G2140	THP2	YHR167W	KLMA_10324
SKDZ_08G2150	MTG2	YHR168W	KLMA_10323
SKDZ_08G2160	DBP8	YHR169W	KLMA_40430
SKDZ_08G2170	NMD3	YHR170W	KLMA_40432
SKDZ_08G2180	ATG7	YHR171W	KLMA_40433
SKDZ_08G2190	SPC97	YHR172W	KLMA_10461
SKDZ_08G2200	ENO2	YHR174W	KLMA_10462
SKDZ_08G2210	CTR2	YHR175W	KLMA_10463
SKDZ_08G2220	FMO1	YHR176W	KLMA_10464
