accession	kmORF
W0TI04	KLMA_80130
W0TI07	KLMA_80392
W0TI08	KLMA_80135
W0TI09	KLMA_60473
W0TI12	KLMA_80140
W0TI14	KLMA_60478
W0TI19	KLMA_60483
W0TI21	KLMA_80150
W0TI31	KLMA_80160
W0TI35	KLMA_80165
W0TI37	KLMA_70010 KLMA_80422 KLMA_80425
W0TI41	KLMA_80427
W0TI42	KLMA_80175
W0TI45	KLMA_60498
W0TI47	KLMA_80180
W0TI51	KLMA_80185
W0TI53	KLMA_80190
W0TI58	KLMA_80200
W0TI62	KLMA_80205
W0TI66	KLMA_80210
W0TI76	KLMA_80220
W0TI79	KLMA_80225
W0TI82	KLMA_60533
W0TI83	KLMA_80230
W0TI90	KLMA_60543
W0TI92	KLMA_80240
W0TI94	KLMA_60548
W0TI98	KLMA_60553
W0TIA0	KLMA_80250
W0TIA2	KLMA_70001
W0TIA5	KLMA_80255
W0TIA6	KLMA_70006
W0TIA9	KLMA_70011
W0TIB1	KLMA_80260
W0TIB3	KLMA_70016
W0TIB7	KLMA_70021
W0TIB8	KLMA_80270
W0TIC2	KLMA_70026
W0TIC3	KLMA_80275
W0TIC8	KLMA_80280
W0TIC9	KLMA_70036
W0TID1	KLMA_70041
W0TID3	KLMA_80285
W0TID8	KLMA_80290
W0TIE1	KLMA_70051
W0TIF1	KLMA_70061
W0TIF4	KLMA_80305
W0TIF7	KLMA_70066
W0TIG0	KLMA_80310
W0TIG2	KLMA_70071
W0TIG5	KLMA_80315
W0TIG7	KLMA_70076
W0TIH0	KLMA_80320
W0TIH2	KLMA_70081
W0TIH5	KLMA_80325
W0TII0	KLMA_80330
W0TII4	KLMA_70096
W0TII5	KLMA_80335
W0TIJ1	KLMA_70101
W0TIJ5	KLMA_70106
W0TIK0	KLMA_70111
W0TIK1	KLMA_80350
W0TIK5	KLMA_70116
W0TIK6	KLMA_80355
W0TIL0	KLMA_70121
W0TIL3	KLMA_70126
W0TIL7	KLMA_70131
W0TIM3	KLMA_70136
W0TIM8	KLMA_70141
W0TIN2	KLMA_70146
W0TIN4	KLMA_80380
W0TIN6	KLMA_70151
W0TIN9	KLMA_80385
W0TIP1	KLMA_70156
W0TIP4	KLMA_70161
W0TIP9	KLMA_70166
W0TIQ6	KLMA_80400
W0TIQ8	KLMA_70176
W0TIR2	KLMA_80405
W0TIR3	KLMA_70181
W0TIR7	KLMA_70186
W0TIS3	KLMA_80415
W0TIS9	KLMA_70201
W0TIT2	KLMA_70206
W0TIU7	KLMA_70221
W0TIV3	KLMA_70226
W0TIW6	KLMA_70241
W0TIX3	KLMA_70251
W0TIY4	KLMA_70266
W0TIY9	KLMA_70271
W0TJ01	KLMA_70286
W0TJ06	KLMA_70291
W0TJ10	KLMA_70296
W0TJ31	KLMA_70321
W0TJ50	KLMA_70341
W0TJ61	KLMA_70351
W0TJ67	KLMA_70356
W0TJ78	KLMA_70366
W0TJ83	KLMA_70371
W0TJ88	KLMA_70376
W0TJA6	KLMA_70391
W0TJB2	KLMA_70396
W0TJC3	KLMA_70406
W0TJC8	KLMA_70411
W0TJD3	KLMA_70416
W0TJD9	KLMA_70421
W0TJE4	KLMA_70426
W0TJE9	KLMA_70431
W0TJF7	KLMA_70436
W0TJJ1	KLMA_70451
W0TJK0	KLMA_70456
W0TJK5	KLMA_70461
W0TJK9	KLMA_80003
W0TJL1	KLMA_80008
W0TJM1	KLMA_80023
W0TJN4	KLMA_80038
W0TJN7	KLMA_80043
W0TJP5	KLMA_80053
W0TJQ0	KLMA_80058
W0TJQ5	KLMA_80063
W0TJR0	KLMA_80068
W0TJR4	KLMA_80073
W0TJS0	KLMA_80083
W0TJS4	KLMA_80088
W0TJT9	KLMA_80108
W0TJU3	KLMA_80113
W0TJW0	KLMA_80133
W0TJW6	KLMA_80138
W0TJX1	KLMA_80143
W0TJX5	KLMA_80148
W0TJY0	KLMA_80153
W0TJY5	KLMA_80158
W0TJY9	KLMA_80163
W0TJZ4	KLMA_80168
W0TK04	KLMA_80178
W0TK09	KLMA_80183
W0TK14	KLMA_80188
W0TK18	KLMA_80193
W0TK27	KLMA_80203
W0TK32	KLMA_80208
W0TK37	KLMA_80213
W0TK46	KLMA_80223
W0TK55	KLMA_80233
W0TK71	KLMA_80248
W0TK77	KLMA_80253
W0TK81	KLMA_80258
W0TK86	KLMA_80263
W0TK97	KLMA_80273
W0TKA1	KLMA_80278
W0TKA8	KLMA_80288
W0TKB3	KLMA_80293
W0TKC1	KLMA_80303
W0TKC4	KLMA_80308
W0TKD7	KLMA_80323
W0TKE7	KLMA_80333
W0TKF2	KLMA_80338
W0TKF5	KLMA_80343
W0TKG3	KLMA_80353
W0TKG9	KLMA_80358
W0TKH3	KLMA_80363
W0TKI2	KLMA_80373
W0TKI5	KLMA_80378
W0TKJ1	KLMA_80383
W0TKK2	KLMA_80393
W0TKK9	KLMA_80398
W0TKM9	KLMA_80418
W0TKN6	KLMA_80423
W0TKP1	KLMA_80428
