accession	kmORF	orth_num	ORF	gene	species
W0TDX5	KLMA_60279	orth1	YOL064C	MET22	Kmarx
W0TDX8	KLMA_60284	orth1	YOR304W	ISW2	Kmarx
W0TDY2	KLMA_60541	orth1	YIL125W	KGD1	Kmarx
W0TDY6	KLMA_60294	orth1	YOR297C	TIM18	Kmarx
W0TDZ4	KLMA_60556	orth1	YBR296C	PHO89	Kmarx
W0TDZ5	KLMA_60304	orth1	YMR012W	CLU1	Kmarx
W0TE02	KLMA_40290	orth1	YLR172C	DPH5	Kmarx
W0TE06	KLMA_70014	orth1	YML035C	AMD1	Kmarx
W0TE12	KLMA_40305	NA	NA	NA	Kmarx
W0TE13	KLMA_70024	orth1	YPL155C	KIP2	Kmarx
W0TE17	KLMA_50417	orth1	YAL007C	ERP2	Kmarx
W0TE17	KLMA_50417	orth2	YOR016C	ERP4	Kmarx
W0TE22	KLMA_70034	orth1	YFL045C	SEC53	Kmarx
W0TE26	KLMA_60012	orth1	YDL108W	KIN28	Kmarx
W0TE32	KLMA_70044	orth1	YDL246C	SOR2	Kmarx
W0TE32	KLMA_70044	orth2	YJR159W	SOR1	Kmarx
W0TE33	KLMA_50432	orth1	YGR095C	RRP46	Kmarx
W0TE34	KLMA_40330	orth1	YPL010W	RET3	Kmarx
W0TE38	KLMA_40335	NA	NA	NA	Kmarx
W0TE47	KLMA_50447	orth1	YGR105W	VMA21	Kmarx
W0TE50	KLMA_60037	orth1	YJL130C	URA2	Kmarx
W0TE57	KLMA_70074	orth1	YDL059C	RAD59	Kmarx
W0TE59	KLMA_60047	orth1	YGR235C	MIC26	Kmarx
W0TE78	KLMA_50472	orth1	YFR031C	SMC2	Kmarx
W0TE83	KLMA_50477	orth1	YIL020C	HIS6	Kmarx
W0TE90	KLMA_40390	orth1	YOL125W	TRM13	Kmarx
W0TE99	KLMA_60087	orth1	YGR204W	ADE3	Kmarx
W0TEA2	KLMA_60092	orth1	YDR266C	HEL2	Kmarx
W0TEA5	KLMA_40405	orth1	YER074W	RPS24A	Kmarx
W0TEA5	KLMA_40405	orth2	YIL069C	RPS24B	Kmarx
W0TEB2	KLMA_60102	orth1	YDR326C	YSP2	Kmarx
W0TEB2	KLMA_60102	orth2	YHR080C	NA	Kmarx
W0TEB5	KLMA_70134	orth1	YBL102W	SFT2	Kmarx
W0TEB9	KLMA_60419	orth1	YMR013C	SEC59	Kmarx
W0TEC4	KLMA_70144	orth1	YBL097W	BRN1	Kmarx
W0TEC7	KLMA_60117	orth1	YBR001C	NTH2	Kmarx
W0TEC7	KLMA_60117	orth2	YDR001C	NTH1	Kmarx
W0TEC8	KLMA_50517	orth1	YLR144C	ACF2	Kmarx
W0TED2	KLMA_40435	orth1	YGR253C	PUP2	Kmarx
W0TED4	KLMA_50522	orth1	YDR166C	SEC5	Kmarx
W0TED6	KLMA_60434	orth1	YER023W	PRO3	Kmarx
W0TED8	KLMA_40440	orth1	YLR447C	VMA6	Kmarx
W0TEE0	KLMA_60132	orth1	YDL008W	APC11	Kmarx
W0TEE1	KLMA_40445	orth1	YML075C	HMG1	Kmarx
W0TEE8	KLMA_50537	orth1	YDR172W	SUP35	Kmarx
W0TEF5	KLMA_70174	orth1	YIL062C	ARC15	Kmarx
W0TEF8	KLMA_50547	orth1	YDR175C	RSM24	Kmarx
W0TEG0	KLMA_70179	orth1	YER065C	ICL1	Kmarx
W0TEG4	KLMA_40470	orth1	YDL066W	IDP1	Kmarx
W0TEG5	KLMA_70184	orth1	YER061C	CEM1	Kmarx
W0TEG8	KLMA_40475	orth1	YPR187W	RPO26	Kmarx
W0TEG9	KLMA_60167	orth1	YKL085W	MDH1	Kmarx
W0TEH1	KLMA_60464	orth1	YNR012W	URK1	Kmarx
W0TEH4	KLMA_40480	orth1	YHR205W	SCH9	Kmarx
W0TEH6	KLMA_60469	orth1	YNR016C	ACC1	Kmarx
W0TEH8	KLMA_60177	orth1	YMR065W	KAR5	Kmarx
W0TEH9	KLMA_40485	orth1	YJR144W	MGM101	Kmarx
W0TEI0	KLMA_70199	orth1	YNR030W	ALG12	Kmarx
W0TEI2	KLMA_60182	orth1	YMR061W	RNA14	Kmarx
W0TEI6	KLMA_60187	orth1	YMR058W	FET3	Kmarx
W0TEJ1	KLMA_60192	orth1	YMR054W	STV1	Kmarx
W0TEJ8	KLMA_40505	orth1	YHR194W	MDM31	Kmarx
W0TEK0	KLMA_70219	orth1	YPL231W	FAS2	Kmarx
W0TEK4	KLMA_50587	orth1	YNL202W	SPS19	Kmarx
W0TEM0	KLMA_60499	orth1	YDL134C	PPH21	Kmarx
W0TEM0	KLMA_60499	orth2	YDL188C	PPH22	Kmarx
W0TEM1	KLMA_70244	orth1	YDL156W	CMR1	Kmarx
W0TEM2	KLMA_60227	orth1	YNL106C	INP52	Kmarx
W0TEM4	KLMA_50607	orth1	YNL218W	MGS1	Kmarx
W0TEM5	KLMA_70249	orth1	YLR209C	PNP1	Kmarx
W0TEN1	KLMA_40545	orth1	YPL210C	SRP72	Kmarx
W0TEN8	KLMA_70264	orth1	YPR162C	ORC4	Kmarx
W0TEP4	KLMA_60252	orth1	YHR119W	SET1	Kmarx
W0TEP6	KLMA_60257	orth1	YNL126W	SPC98	Kmarx
W0TEQ2	KLMA_60519	orth1	YLR215C	CDC123	Kmarx
W0TEQ3	KLMA_40570	orth1	YDR456W	NHX1	Kmarx
W0TEQ5	KLMA_60524	orth1	YKL042W	SPC42	Kmarx
W0TEQ7	KLMA_40575	orth1	YDR452W	PPN1	Kmarx
W0TER0	KLMA_60529	orth1	YNL071W	LAT1	Kmarx
W0TER1	KLMA_40580	orth1	YDR448W	ADA2	Kmarx
W0TER2	KLMA_70289	orth1	YGR121C	MEP1	Kmarx
W0TER2	KLMA_70289	orth2	YPR138C	MEP3	Kmarx
W0TER4	KLMA_60534	NA	NA	NA	Kmarx
W0TER5	KLMA_40585	orth1	YDR443C	SSN2	Kmarx
W0TER7	KLMA_60539	orth1	YIL126W	STH1	Kmarx
W0TES4	KLMA_40595	orth1	YDR437W	GPI19	Kmarx
W0TES5	KLMA_70304	orth1	YGR116W	SPT6	Kmarx
W0TET0	KLMA_60297	orth1	YFL024C	EPL1	Kmarx
W0TET7	KLMA_70314	orth1	YER013W	PRP22	Kmarx
W0TEU0	KLMA_40610	orth1	YDR425W	SNX41	Kmarx
W0TEU3	KLMA_70017	orth1	YPL160W	CDC60	Kmarx
W0TEU7	KLMA_70022	orth1	YPL157W	TGS1	Kmarx
W0TEV0	KLMA_60317	orth1	YKL035W	UGP1	Kmarx
W0TEV9	KLMA_70334	orth1	YBR088C	POL30	Kmarx
W0TEW3	KLMA_60327	NA	NA	NA	Kmarx
W0TEW5	KLMA_70339	orth1	YPR047W	MSF1	Kmarx
W0TEX0	KLMA_70047	orth1	YLR068W	FYV7	Kmarx
W0TEY0	KLMA_60055	orth1	YGR227W	DIE2	Kmarx
W0TEY4	KLMA_70354	orth1	YBL030C	PET9	Kmarx
W0TEY4	KLMA_70354	orth2	YBR085W	AAC3	Kmarx
W0TEY9	KLMA_70359	orth1	YBR084W	MIS1	Kmarx
W0TEZ4	KLMA_60075	orth1	YGR087C	PDC6	Kmarx
W0TEZ4	KLMA_60075	orth2	YLR044C	PDC1	Kmarx
W0TEZ4	KLMA_60075	orth3	YLR134W	PDC5	Kmarx
W0TEZ8	KLMA_70077	orth1	YLR382C	NAM2	Kmarx
W0TF02	KLMA_70082	orth1	YDL055C	PSA1	Kmarx
W0TF05	KLMA_70087	orth1	YJR104C	SOD1	Kmarx
W0TF09	KLMA_60090	orth1	YGR202C	PCT1	Kmarx
W0TF11	KLMA_50050	orth1	YBR263W	SHM1	Kmarx
W0TF13	KLMA_60372	orth1	YPL195W	APL5	Kmarx
W0TF14	KLMA_60095	orth1	YOR034C	AKR2	Kmarx
W0TF23	KLMA_60382	orth1	YDR248C	NA	Kmarx
W0TF36	KLMA_70117	orth1	YPR037C	ERV2	Kmarx
W0TF38	KLMA_60125	orth1	YBR006W	UGA2	Kmarx
W0TF39	KLMA_60397	orth1	YPL045W	VPS16	Kmarx
W0TF40	KLMA_70122	orth1	YPR036W	VMA13	Kmarx
W0TF43	KLMA_70127	orth1	YPR033C	HTS1	Kmarx
W0TF44	KLMA_60130	orth1	YDR007W	TRP1	Kmarx
W0TF45	KLMA_60402	NA	NA	NA	Kmarx
W0TF46	KLMA_70409	orth1	YPR023C	EAF3	Kmarx
W0TF50	KLMA_60407	orth1	YFR050C	PRE4	Kmarx
W0TF51	KLMA_70414	orth1	YER126C	NSA2	Kmarx
W0TF54	KLMA_60140	orth1	YOL080C	REX4	Kmarx
W0TF55	KLMA_60412	orth1	YFR053C	HXK1	Kmarx
W0TF55	KLMA_60412	orth2	YGL253W	HXK2	Kmarx
W0TF56	KLMA_70142	orth1	YPR024W	YME1	Kmarx
W0TF59	KLMA_50095	orth1	YJL046W	AIM22	Kmarx
W0TF66	KLMA_60422	orth1	YNL153C	GIM3	Kmarx
W0TF68	KLMA_70429	orth1	YPR006C	ICL2	Kmarx
W0TF69	KLMA_50105	orth1	YAL033W	POP5	Kmarx
W0TF72	KLMA_60427	orth1	YJR105W	ADO1	Kmarx
W0TF74	KLMA_50110	orth1	YOR330C	MIP1	Kmarx
W0TF75	KLMA_70162	orth1	YNL316C	PHA2	Kmarx
W0TF82	KLMA_70172	orth1	YIL064W	EFM4	Kmarx
W0TF84	KLMA_60175	orth1	YKL080W	VMA5	Kmarx
W0TF85	KLMA_60442	orth1	YER025W	GCD11	Kmarx
W0TF86	KLMA_70177	orth1	YER068W	MOT2	Kmarx
W0TF87	KLMA_60180	orth1	YDR536W	STL1	Kmarx
W0TF96	KLMA_60452	NA	NA	NA	Kmarx
W0TF97	KLMA_70192	orth1	YCR073W-A	SOL2	Kmarx
W0TF97	KLMA_70192	orth2	YNR034W	SOL1	Kmarx
W0TF99	KLMA_60457	orth1	YMR202W	ERG2	Kmarx
W0TFA2	KLMA_60462	orth1	YML004C	GLO1	Kmarx
W0TFA6	KLMA_60210	orth1	YAL035W	FUN12	Kmarx
W0TFA9	KLMA_70449	orth1	YFL002C	SPB4	Kmarx
W0TFB0	KLMA_70212	orth1	YBR133C	HSL7	Kmarx
W0TFC6	KLMA_60487	orth1	YDL128W	VCX1	Kmarx
W0TFC8	KLMA_60235	orth1	YNL112W	DBP2	Kmarx
W0TFD2	KLMA_60492	NA	NA	NA	Kmarx
W0TFD3	KLMA_80016	orth1	YPL266W	DIM1	Kmarx
W0TFD6	KLMA_60245	orth1	YNL118C	DCP2	Kmarx
W0TFD7	KLMA_80021	orth1	YPL270W	MDL2	Kmarx
W0TFD9	KLMA_50145	orth1	YGL020C	GET1	Kmarx
W0TFE0	KLMA_60250	orth1	YNL123W	NMA111	Kmarx
W0TFE5	KLMA_80031	orth1	YEL061C	CIN8	Kmarx
W0TFE7	KLMA_50155	orth1	YBL007C	SLA1	Kmarx
W0TFF0	KLMA_60497	orth1	YDL185W	VMA1	Kmarx
W0TFF3	KLMA_70262	orth1	YML125C	PGA3	Kmarx
W0TFF6	KLMA_50165	orth1	YML067C	ERV41	Kmarx
W0TFG0	KLMA_50170	orth1	YLR441C	RPS1A	Kmarx
W0TFG0	KLMA_50170	orth2	YML063W	RPS1B	Kmarx
W0TFG1	KLMA_70272	orth1	YPR168W	NUT2	Kmarx
W0TFG2	KLMA_60275	orth1	YBR029C	CDS1	Kmarx
W0TFG4	KLMA_50175	orth1	YLR439W	MRPL4	Kmarx
W0TFH3	KLMA_80066	orth1	YGR194C	XKS1	Kmarx
W0TFH8	KLMA_60507	orth1	YDL194W	SNF3	Kmarx
W0TFH9	KLMA_50195	orth1	YGR033C	TIM21	Kmarx
W0TFI3	KLMA_60512	orth1	YDL140C	RPO21	Kmarx
W0TFI4	KLMA_50200	orth1	YLR340W	RPP0	Kmarx
W0TFJ4	KLMA_80091	orth1	YDL111C	RRP42	Kmarx
W0TFK4	KLMA_60527	orth1	YNL073W	MSK1	Kmarx
W0TFK6	KLMA_80106	orth1	YDL119C	NA	Kmarx
W0TFL0	KLMA_80111	orth1	YDL122W	UBP1	Kmarx
W0TFL3	KLMA_60537	orth1	YIL128W	MET18	Kmarx
W0TFM2	KLMA_60335	orth1	YKL029C	MAE1	Kmarx
W0TFM5	KLMA_80126	orth1	YIL091C	UTP25	Kmarx
W0TFN3	KLMA_50250	orth1	YKL165C	MCD4	Kmarx
W0TFN8	KLMA_70342	orth1	YBL037W	APL3	Kmarx
W0TFP0	KLMA_80141	orth1	YIL099W	SGA1	Kmarx
W0TFP1	KLMA_50260	orth1	YKR066C	CCP1	Kmarx
W0TFP3	KLMA_70015	orth1	YDR459C	PFA5	Kmarx
W0TFP4	KLMA_70347	orth1	YBL034C	STU1	Kmarx
W0TFP6	KLMA_50265	orth1	YJL192C	SOP4	Kmarx
W0TFP9	KLMA_80151	orth1	YNL048W	ALG11	Kmarx
W0TFQ0	KLMA_50270	orth1	YDR487C	RIB3	Kmarx
W0TFQ2	KLMA_70025	orth1	YPL154C	PEP4	Kmarx
W0TFQ8	KLMA_50280	orth1	YGR063C	SPT4	Kmarx
W0TFR0	KLMA_60370	orth1	YGL080W	MPC1	Kmarx
W0TFR5	KLMA_60375	NA	NA	NA	Kmarx
W0TFR7	KLMA_70040	orth1	YFL044C	OTU1	Kmarx
W0TFR8	KLMA_70367	NA	NA	NA	Kmarx
W0TFR9	KLMA_80171	orth1	YNL062C	GCD10	Kmarx
W0TFS0	KLMA_50295	orth1	YOR290C	SNF2	Kmarx
W0TFS1	KLMA_60380	orth1	YDR246W	TRS23	Kmarx
W0TFS2	KLMA_70045	orth1	YFL041W	FET5	Kmarx
W0TFS7	KLMA_60385	orth1	YPL029W	SUV3	Kmarx
W0TFS9	KLMA_70377	orth1	YDR481C	PHO8	Kmarx
W0TFT3	KLMA_60390	orth1	YPL037C	EGD1	Kmarx
W0TFT5	KLMA_70382	orth1	YKR093W	PTR2	Kmarx
W0TFU1	KLMA_70387	orth1	YIL143C	SSL2	Kmarx
W0TFU2	KLMA_80196	orth1	YMR307W	GAS1	Kmarx
W0TFU5	KLMA_60400	orth1	YPL047W	SGF11	Kmarx
W0TFU7	KLMA_80201	orth1	YMR304W	UBP15	Kmarx
W0TFV5	KLMA_70402	orth1	YOL071W	SDH5	Kmarx
W0TFV6	KLMA_60410	orth1	YFR051C	RET2	Kmarx
W0TFW5	KLMA_50340	orth1	YPL243W	SRP68	Kmarx
W0TFW6	KLMA_60420	orth1	YFL018C	LPD1	Kmarx
W0TFW7	KLMA_80221	orth1	YOR095C	RKI1	Kmarx
W0TFW8	KLMA_70412	orth1	YER125W	RSP5	Kmarx
W0TFW9	KLMA_50345	orth1	YDR321W	ASP1	Kmarx
W0TFX0	KLMA_70100	orth1	YJR112W	NNF1	Kmarx
W0TFY0	KLMA_70422	orth1	YKL145W	RPT1	Kmarx
W0TFY1	KLMA_70115	orth1	YJR088C	EMC2	Kmarx
W0TFY6	KLMA_60435	orth1	YJR121W	ATP2	Kmarx
W0TFY9	KLMA_70125	orth1	YJR082C	EAF6	Kmarx
W0TFZ8	KLMA_60445	orth1	YML126C	ERG13	Kmarx
W0TG03	KLMA_70140	orth1	YBL099W	ATP1	Kmarx
W0TG04	KLMA_50385	orth1	YER002W	NOP16	Kmarx
W0TG08	KLMA_50390	orth1	YEL002C	WBP1	Kmarx
W0TG15	KLMA_70442	orth1	YFR002W	NIC96	Kmarx
W0TG16	KLMA_70160	orth1	YOL135C	MED7	Kmarx
W0TG17	KLMA_50400	orth1	YIL008W	URM1	Kmarx
W0TG23	KLMA_60470	orth1	YNR017W	TIM23	Kmarx
W0TG25	KLMA_70170	orth1	YER070W	RNR1	Kmarx
W0TG26	KLMA_80286	orth1	YPR066W	UBA3	Kmarx
W0TG27	KLMA_70175	orth1	YER069W	ARG5,6	Kmarx
W0TG33	KLMA_70447	orth1	YPL002C	SNF8	Kmarx
W0TG41	KLMA_50430	orth1	YPR112C	MRD1	Kmarx
W0TG45	KLMA_80306	orth1	YMR083W	ADH3	Kmarx
W0TG56	KLMA_50445	orth1	YGR103W	NOP7	Kmarx
W0TG57	KLMA_70210	orth1	YBR136W	MEC1	Kmarx
W0TG60	KLMA_50450	orth1	YPR194C	OPT2	Kmarx
W0TG63	KLMA_70215	orth1	YPL235W	RVB2	Kmarx
W0TG70	KLMA_80029	orth1	YEL060C	PRB1	Kmarx
W0TG70	KLMA_80029	orth2	YOR003W	YSP3	Kmarx
W0TG71	KLMA_70225	orth1	YPL226W	NEW1	Kmarx
W0TG72	KLMA_80336	orth1	YER087W	AIM10	Kmarx
W0TG73	KLMA_50465	orth1	YIR011C	STS1	Kmarx
W0TG74	KLMA_80034	orth1	YOR006C	TSR3	Kmarx
W0TG80	KLMA_70235	orth1	YDL148C	NOP14	Kmarx
W0TG82	KLMA_80044	orth1	YMR282C	AEP2	Kmarx
W0TG83	KLMA_50480	orth1	YIL022W	TIM44	Kmarx
W0TG88	KLMA_60505	orth1	YDL137W	ARF2	Kmarx
W0TG91	KLMA_80054	orth1	YGR191W	HIP1	Kmarx
W0TG92	KLMA_80356	orth1	YER095W	RAD51	Kmarx
W0TG96	KLMA_70250	orth1	YLR208W	SEC13	Kmarx
W0TGA1	KLMA_70255	orth1	YHR072W-A	NOP10	Kmarx
W0TGA6	KLMA_70260	orth1	YML085C	TUB1	Kmarx
W0TGA6	KLMA_70260	orth2	YML124C	TUB3	Kmarx
W0TGB0	KLMA_50505	orth1	YDR159W	SAC3	Kmarx
W0TGB2	KLMA_80079	orth1	YLR007W	NSE1	Kmarx
W0TGB5	KLMA_50510	orth1	YDR163W	CWC15	Kmarx
W0TGB9	KLMA_80381	orth1	YER111C	SWI4	Kmarx
W0TGC5	KLMA_50520	orth1	YDR165W	TRM82	Kmarx
W0TGD1	KLMA_80099	orth1	YGL148W	ARO2	Kmarx
W0TGD2	KLMA_50525	orth1	YDR167W	TAF10	Kmarx
W0TGD3	KLMA_70285	orth1	YPR141C	KAR3	Kmarx
W0TGD6	KLMA_80104	orth1	YGL153W	PEX14	Kmarx
W0TGE0	KLMA_80109	orth1	YDL120W	YFH1	Kmarx
W0TGE1	KLMA_80401	orth1	YOR117W	RPT5	Kmarx
W0TGF0	KLMA_60129 KLMA_80119	NA	NA	NA	Kmarx
W0TGF3	KLMA_70305	orth1	YPR124W	CTR1	Kmarx
W0TGF8	KLMA_50550	orth1	YDR178W	SDH4	Kmarx
W0TGF9	KLMA_70310	orth1	YER017C	AFG3	Kmarx
W0TGG5	KLMA_70315	orth1	YER012W	PRE1	Kmarx
W0TGG7	KLMA_80139	orth1	YNL037C	IDH1	Kmarx
W0TGH2	KLMA_80144	orth1	YNL041C	COG6	Kmarx
W0TGH3	KLMA_90003	orth1	Q0105	NA	Kmarx
W0TGH4	KLMA_70043	orth1	YLR071C	RGR1	Kmarx
W0TGH5	KLMA_70325	orth1	YHR030C	SLT2	Kmarx
W0TGH7	KLMA_50565	orth1	YLR245C	CDD1	Kmarx
W0TGI7	KLMA_50575	orth1	YLR240W	VPS34	Kmarx
W0TGI8	KLMA_70058	orth1	YFL036W	RPO41	Kmarx
W0TGJ8	KLMA_50585	orth1	YDR204W	COQ4	Kmarx
W0TGK0	KLMA_70073	orth1	YLR384C	IKI3	Kmarx
W0TGK3	KLMA_50590	orth1	YNL206C	RTT106	Kmarx
W0TGM9	KLMA_80209	orth1	YNL091W	NST1	Kmarx
W0TGN2	KLMA_70380	orth1	YGL246C	RAI1	Kmarx
W0TGN7	KLMA_70385	orth1	YIL145C	PAN6	Kmarx
W0TGP2	KLMA_70123	orth1	YPR035W	GLN1	Kmarx
W0TGP4	KLMA_80229	orth1	YOR103C	OST2	Kmarx
W0TGP6	KLMA_70395	orth1	YNL292W	PUS4	Kmarx
W0TGP7	KLMA_80234	orth1	YNL102W	POL1	Kmarx
W0TGP9	KLMA_70400	orth1	YNL287W	SEC21	Kmarx
W0TGQ1	KLMA_70138	orth1	YPR028W	YOP1	Kmarx
W0TGQ5	KLMA_80249	orth1	YMR027W	NA	Kmarx
W0TGQ6	KLMA_70410	orth1	YER123W	YCK3	Kmarx
W0TGQ7	KLMA_70148	orth1	YBL093C	ROX3	Kmarx
W0TGR0	KLMA_70153	orth1	YER118C	SHO1	Kmarx
W0TGR3	KLMA_80259	orth1	YKL052C	ASK1	Kmarx
W0TGR4	KLMA_70158	orth1	YNL317W	PFS2	Kmarx
W0TGS1	KLMA_80269	orth1	YOL102C	TPT1	Kmarx
W0TGS6	KLMA_60008	orth1	YGL141W	HUL5	Kmarx
W0TGT3	KLMA_70435	orth1	YPR004C	AIM45	Kmarx
W0TGU3	KLMA_70193	orth1	YNR033W	ABZ1	Kmarx
W0TGU7	KLMA_60028	orth1	YJL124C	LSM1	Kmarx
W0TGV8	KLMA_80309	orth1	YBR118W	TEF2	Kmarx
W0TGV8	KLMA_80309	orth2	YPR080W	TEF1	Kmarx
W0TGW0	KLMA_60043	NA	NA	NA	Kmarx
W0TGW5	KLMA_70218	orth1	YMR183C	SSO2	Kmarx
W0TGW5	KLMA_70218	orth2	YPL232W	SSO1	Kmarx
W0TGW9	KLMA_70223	orth1	YPL227C	ALG5	Kmarx
W0TGX0	KLMA_70445	orth1	YFR001W	LOC1	Kmarx
W0TGX8	KLMA_70455	NA	NA	NA	Kmarx
W0TGY9	KLMA_80339	orth1	YMR318C	ADH6	Kmarx
W0TGZ0	KLMA_60078	orth1	YGR208W	SER2	Kmarx
W0TGZ2	KLMA_70248	orth1	YDL160C	DHH1	Kmarx
W0TGZ5	KLMA_80344	orth1	YER090W	TRP2	Kmarx
W0TGZ7	KLMA_80012	NA	NA	NA	Kmarx
W0TGZ8	KLMA_60088	orth1	YJR017C	ESS1	Kmarx
W0TH02	KLMA_80017	orth1	YPL268W	PLC1	Kmarx
W0TH13	KLMA_60103	orth1	YDR328C	SKP1	Kmarx
W0TH18	KLMA_60108	orth1	YDR331W	GPI8	Kmarx
W0TH19	KLMA_80037	orth1	YOR002W	ALG6	Kmarx
W0TH20	KLMA_80369	orth1	YBL076C	ILS1	Kmarx
W0TH21	KLMA_60113	orth1	YBR004C	GPI18	Kmarx
W0TH25	KLMA_60118	orth1	YBL002W	HTB2	Kmarx
W0TH32	KLMA_80379	orth1	YBL082C	ALG3	Kmarx
W0TH34	KLMA_70283	orth1	YGR123C	PPT1	Kmarx
W0TH35	KLMA_60128	orth1	YDR006C	SOK1	Kmarx
W0TH45	KLMA_60138	orth1	YBR139W	NA	Kmarx
W0TH51	KLMA_80072	orth1	YLR005W	SSL1	Kmarx
W0TH56	KLMA_80077	orth1	YJR005W	APL1	Kmarx
W0TH63	KLMA_60158	orth1	YIR022W	SEC11	Kmarx
W0TH65	KLMA_70313	orth1	YER014W	HEM14	Kmarx
W0TH68	KLMA_60163	orth1	YHR005C-A	TIM10	Kmarx
W0TH97	KLMA_90011	orth1	Q0275	NA	Kmarx
W0THA5	KLMA_80127	orth1	YIL093C	RSM25	Kmarx
W0THA7	KLMA_60203	orth1	YDR084C	TVP23	Kmarx
W0THA9	KLMA_80132	orth1	YNL021W	HDA1	Kmarx
W0THB9	KLMA_80142	orth1	YNL036W	NCE103	Kmarx
W0THC2	KLMA_60218	orth1	YOR346W	REV1	Kmarx
W0THC5	KLMA_70373	orth1	YHR069C	RRP4	Kmarx
W0THD8	KLMA_70383	orth1	YKR093W	PTR2	Kmarx
W0THE4	KLMA_60243	orth1	YIR031C	DAL7	Kmarx
W0THF3	KLMA_70403	orth1	YDL045W-A	MRP10	Kmarx
W0THG6	KLMA_80197	orth1	YMR306W	FKS3	Kmarx
W0THH0	KLMA_80202	orth1	YMR302C	YME2	Kmarx
W0THH1	KLMA_60278	orth1	YDL033C	SLM3	Kmarx
W0THH8	KLMA_60288	orth1	YMR238W	DFG5	Kmarx
W0THI8	KLMA_60298	orth1	YFL023W	BUD27	Kmarx
W0THJ1	KLMA_80227	orth1	YNL097C	PHO23	Kmarx
W0THL3	KLMA_80252	orth1	YKL058W	TOA2	Kmarx
W0THL7	KLMA_60333	NA	NA	NA	Kmarx
W0THL8	KLMA_80257	NA	NA	NA	Kmarx
W0THM0	KLMA_60338	orth1	YHR002W	LEU5	Kmarx
W0THP7	KLMA_80010	orth1	YJL208C	NUC1	Kmarx
W0THQ3	KLMA_80292	orth1	YBR110W	ALG1	Kmarx
W0THQ7	KLMA_60373	orth1	YGL079W	KXD1	Kmarx
W0THR5	KLMA_80302	orth1	YPR074C	TKL1	Kmarx
W0THS3	KLMA_80312	orth1	YBR121C	GRS1	Kmarx
W0THS6	KLMA_60393	orth1	YPL040C	ISM1	Kmarx
W0THS8	KLMA_80045	orth1	YMR281W	GPI12	Kmarx
W0THS9	KLMA_80317	orth1	YBR126C	TPS1	Kmarx
W0THU4	KLMA_80332	orth1	YPR060C	ARO7	Kmarx
W0THU9	KLMA_80337	orth1	YER019C-A	SBH2	Kmarx
W0THZ4	KLMA_60458	orth1	YNR010W	CSE2	Kmarx
W0THZ6	KLMA_80382	orth1	YER112W	LSM4	Kmarx
W0THZ8	KLMA_60463	orth1	YNR011C	PRP2	Kmarx
W0TI16	KLMA_80145	orth1	YIL103W	DPH1	Kmarx
W0TI17	KLMA_80402	orth1	YDR363W-A	SEM1	Kmarx
W0TI22	KLMA_80407	orth1	YLL040C	VPS13	Kmarx
W0TI26	KLMA_80155	orth1	YIL109C	SEC24	Kmarx
W0TI27	KLMA_80412	orth1	YHL032C	GUT1	Kmarx
W0TI30	KLMA_60493	orth1	YDL131W	LYS21	Kmarx
W0TI30	KLMA_60493	orth2	YDL182W	LYS20	Kmarx
W0TI32	KLMA_80417	orth1	YLL050C	COF1	Kmarx
W0TI38	KLMA_80170	orth1	YNL061W	NOP2	Kmarx
W0TI46	KLMA_90004	orth1	Q0045	NA	Kmarx
W0TI50	KLMA_90009	orth1	Q0080	NA	Kmarx
W0TI55	KLMA_80195	NA	NA	NA	Kmarx
W0TI60	KLMA_60503	orth1	YDL190C	UFD2	Kmarx
W0TI65	KLMA_60508	orth1	YDL195W	SEC31	Kmarx
W0TI75	KLMA_60523	orth1	YDL145C	COP1	Kmarx
W0TI78	KLMA_60528	orth1	YNL072W	RNH201	Kmarx
W0TI86	KLMA_60538	orth1	YIL127C	RRT14	Kmarx
W0TI87	KLMA_80235	orth1	YOR106W	VAM3	Kmarx
W0TI96	KLMA_80245	orth1	YAL042W	ERV46	Kmarx
W0TIB4	KLMA_80265	orth1	YDR490C	PKH1	Kmarx
W0TIC5	KLMA_70031	orth1	YLR078C	BOS1	Kmarx
W0TIE3	KLMA_80295	orth1	YPR070W	MED1	Kmarx
W0TIE6	KLMA_70056	orth1	YFL037W	TUB2	Kmarx
W0TIE9	KLMA_80300	orth1	YPR072W	NOT5	Kmarx
W0TIH4	KLMA_70086	orth1	YBL039C	URA7	Kmarx
W0TIH9	KLMA_70091	orth1	YBL040C	ERD2	Kmarx
W0TIJ0	KLMA_80340	orth1	YBL052C	SAS3	Kmarx
W0TIJ6	KLMA_80345	orth1	YBL057C	PTH2	Kmarx
W0TIL2	KLMA_80360	orth1	YBL067C	UBP13	Kmarx
W0TIL9	KLMA_80365	orth1	YBL072C	RPS8A	Kmarx
W0TIL9	KLMA_80365	orth2	YER102W	RPS8B	Kmarx
W0TIM9	KLMA_80375	orth1	YBL080C	PET112	Kmarx
W0TIP5	KLMA_80390	orth1	YOL138C	RTC1	Kmarx
W0TIQ0	KLMA_80395	orth1	YOL140W	ARG8	Kmarx
W0TIQ3	KLMA_70171	orth1	YIL065C	FIS1	Kmarx
W0TIR8	KLMA_80410	orth1	YHL031C	GOS1	Kmarx
W0TIS0	KLMA_70191	orth1	YIL048W	NEO1	Kmarx
